"X","Cancer_type","Pathway","Gene"
538,"CESC","Purine Metabolism","RAC1"
539,"CESC","Purine Metabolism","AOX1"
540,"CESC","Purine Metabolism","PPAT"
541,"CESC","Purine Metabolism","SLC29A2"
542,"CESC","Purine Metabolism","SLC28A3"
543,"CESC","Purine Metabolism","SLC29A1"
544,"CESC","Purine Metabolism","SLC28A2"
545,"CESC","Purine Metabolism","ABCC5"
546,"CESC","Purine Metabolism","ABCC4"
547,"CESC","Purine Metabolism","XDH"
548,"CESC","Purine Metabolism","ADK"
549,"CESC","Trehalose Degradation","TREH"
550,"CESC","Trehalose Degradation","SLC5A1"
551,"CESC","Trehalose Degradation","SLC2A2"
552,"CESC","Trehalose Degradation","GCK"
553,"CESC","Trehalose Degradation","ATP1A1"
554,"CESC","Trehalose Degradation","ATP1A2"
555,"CESC","Trehalose Degradation","ATP1A3"
556,"CESC","Trehalose Degradation","ATP1A4"
557,"CESC","Trehalose Degradation","ATP1B1"
558,"CESC","Trehalose Degradation","ATP1B2"
559,"CESC","Trehalose Degradation","ATP1B3"
560,"CESC","Trehalose Degradation",""
561,"CESC","Trehalose Degradation","FXYD2"
562,"CESC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
563,"CESC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
564,"CESC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
565,"CESC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
566,"CESC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
567,"CESC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
568,"CESC","Phosphatidylinositol Phosphate Metabolism",""
569,"CESC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
570,"CESC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
571,"CESC","Phosphatidylinositol Phosphate Metabolism","FIG4"
572,"CESC","Phosphatidylinositol Phosphate Metabolism","VAC14"
573,"CESC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
574,"CESC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
575,"CESC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
576,"CESC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
577,"CESC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
578,"CESC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
579,"CESC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
580,"CESC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
581,"CESC","Phosphatidylinositol Phosphate Metabolism",""
582,"CESC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
583,"CESC","Phosphatidylinositol Phosphate Metabolism","PTEN"
584,"CESC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
585,"CESC","Nucleotide Excision Repair",""
586,"CESC","Nucleotide Excision Repair",""
587,"CESC","Nucleotide Excision Repair","ERCC2"
588,"CESC","Nucleotide Excision Repair",""
589,"CESC","Nucleotide Excision Repair",""
590,"CESC","Nucleotide Excision Repair","POLR1A"
591,"CESC","Nucleotide Excision Repair",""
592,"CESC","Nucleotide Excision Repair","ERCC4"
593,"CESC","Nucleotide Excision Repair","PAPD7"
594,"CESC","Nucleotide Excision Repair","POLE"
595,"CESC","Nucleotide Excision Repair","LIG1"
596,"CESC","Glutamate Metabolism","PIG59"
597,"CESC","Glutamate Metabolism","GLS2"
598,"CESC","Glutamate Metabolism","GFPT1"
599,"CESC","Glutamate Metabolism","GNPNAT1"
600,"CESC","Glutamate Metabolism","NAGK"
601,"CESC","Glutamate Metabolism","CAD"
602,"CESC","Glutamate Metabolism","CPS1"
603,"CESC","Glutamate Metabolism","PPAT"
604,"CESC","Glutamate Metabolism","GMPS"
605,"CESC","Glutamate Metabolism","NADSYN1"
606,"CESC","Glutamate Metabolism","ALDH4A1"
607,"CESC","Glutamate Metabolism","GPT"
608,"CESC","Glutamate Metabolism","GLUD1"
609,"CESC","Glutamate Metabolism","GOT2"
610,"CESC","Glutamate Metabolism","EARS2"
611,"CESC","Glutamate Metabolism","GCLC"
612,"CESC","Glutamate Metabolism","GCLM"
613,"CESC","Glutamate Metabolism","GSS"
614,"CESC","Glutamate Metabolism","GSR"
615,"CESC","Glutamate Metabolism","GAD1"
616,"CESC","Glutamate Metabolism","ABAT"
617,"CESC","Glutamate Metabolism","ALDH5A1"
618,"CESC","Glutamate Metabolism","QARS"
619,"CESC","Inositol Metabolism","ISYNA1"
620,"CESC","Inositol Metabolism","IPMK"
621,"CESC","Inositol Metabolism","ITPK1"
622,"CESC","Inositol Metabolism","IPPK"
623,"CESC","Inositol Metabolism","MINPP1"
624,"CESC","Inositol Metabolism","ITPKA"
625,"CESC","Inositol Metabolism","INPP5J"
626,"CESC","Inositol Metabolism","INPP1"
627,"CESC","Inositol Metabolism","IMPA1"
628,"CESC","Inositol Metabolism","MIOX"
629,"CESC","Inositol Metabolism","INPP4A"
630,"CESC","Inositol Metabolism","PLCD3"
631,"CESC","Inositol Metabolism","PIKFYVE"
632,"CESC","Inositol Metabolism","FIG4"
633,"CESC","Inositol Metabolism","VAC14"
634,"CESC","Inositol Metabolism","PI4KA"
635,"CESC","Inositol Metabolism","PIK3C3"
636,"CESC","Inositol Metabolism","PIK3R4"
637,"CESC","Inositol Metabolism",""
638,"CESC","Inositol Metabolism","AMBRA1"
639,"CESC","Inositol Metabolism","PIK3CA"
640,"CESC","Inositol Metabolism","PTPMT1"
641,"CESC","Mitochondrial Electron Transport Chain","SLC37A4"
642,"CESC","Mitochondrial Electron Transport Chain","SLC25A4"
643,"CESC","Mitochondrial Electron Transport Chain","ATP5G2"
644,"CESC","Mitochondrial Electron Transport Chain","ATP5A1"
645,"CESC","Mitochondrial Electron Transport Chain","ATP5E"
646,"CESC","Mitochondrial Electron Transport Chain","ATP5B"
647,"CESC","Mitochondrial Electron Transport Chain","ATP5F1"
648,"CESC","Mitochondrial Electron Transport Chain","ATP5D"
649,"CESC","Mitochondrial Electron Transport Chain","ATP5C1"
650,"CESC","Mitochondrial Electron Transport Chain","MT-ATP6"
651,"CESC","Mitochondrial Electron Transport Chain","GPD2"
652,"CESC","Mitochondrial Electron Transport Chain","NDUFA1"
653,"CESC","Mitochondrial Electron Transport Chain","SDHA"
654,"CESC","Mitochondrial Electron Transport Chain","SDHB"
655,"CESC","Mitochondrial Electron Transport Chain","SDHC"
656,"CESC","Mitochondrial Electron Transport Chain","SDHD"
657,"CESC","Mitochondrial Electron Transport Chain","CYCS"
658,"CESC","Mitochondrial Electron Transport Chain","UQCRC1"
659,"CESC","Mitochondrial Electron Transport Chain","MT-CO1"
660,"CESC","Mitochondrial Electron Transport Chain","GPD1"
661,"CESC","Mitochondrial Electron Transport Chain","GAPDH"
662,"CHOL","Pyrimidine Metabolism","CAD"
663,"CHOL","Pyrimidine Metabolism","DHODH"
664,"CHOL","Pyrimidine Metabolism","UMPS "
665,"CHOL","Pyrimidine Metabolism","CANT1"
666,"CHOL","Pyrimidine Metabolism","CMPK2"
667,"CHOL","Pyrimidine Metabolism","NME6"
668,"CHOL","Pyrimidine Metabolism","AK3"
669,"CHOL","Pyrimidine Metabolism","ITPA"
670,"CHOL","Pyrimidine Metabolism","CTPS1"
671,"CHOL","Pyrimidine Metabolism","NT5C2"
672,"CHOL","Pyrimidine Metabolism","GDA"
673,"CHOL","Pyrimidine Metabolism","UPP2"
674,"CHOL","Pyrimidine Metabolism","DPYD"
675,"CHOL","Pyrimidine Metabolism","DPYS"
676,"CHOL","Pyrimidine Metabolism","UPB1"
677,"CHOL","Pyrimidine Metabolism","RRM2"
678,"CHOL","Pyrimidine Metabolism","RRM2B"
679,"CHOL","Pyrimidine Metabolism","UCKL1"
680,"CHOL","Pyrimidine Metabolism","CDA"
681,"CHOL","Pyrimidine Metabolism","TYMP"
682,"CHOL","Pyrimidine Metabolism","DCTD"
683,"CHOL","Pyrimidine Metabolism","TK1"
684,"CHOL","Pyrimidine Metabolism","TYMS"
685,"CHOL","Pyrimidine Metabolism","DUT"
686,"CHOL","Phosphatidylinositol Phosphate Metabolism","CDIPT"
687,"CHOL","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
688,"CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
689,"CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
690,"CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
691,"CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
692,"CHOL","Phosphatidylinositol Phosphate Metabolism",""
693,"CHOL","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
694,"CHOL","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
695,"CHOL","Phosphatidylinositol Phosphate Metabolism","FIG4"
696,"CHOL","Phosphatidylinositol Phosphate Metabolism","VAC14"
697,"CHOL","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
698,"CHOL","Phosphatidylinositol Phosphate Metabolism","INPP4B"
699,"CHOL","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
700,"CHOL","Phosphatidylinositol Phosphate Metabolism","INPP5D"
701,"CHOL","Phosphatidylinositol Phosphate Metabolism","INPP5E"
702,"CHOL","Phosphatidylinositol Phosphate Metabolism","PI4KA"
703,"CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
704,"CHOL","Phosphatidylinositol Phosphate Metabolism","ERBB2"
705,"CHOL","Phosphatidylinositol Phosphate Metabolism",""
706,"CHOL","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
707,"CHOL","Phosphatidylinositol Phosphate Metabolism","PTEN"
708,"CHOL","Phosphatidylinositol Phosphate Metabolism","PLCB1"
709,"CHOL","Nucleotide Excision Repair",""
710,"CHOL","Nucleotide Excision Repair",""
711,"CHOL","Nucleotide Excision Repair","ERCC2"
712,"CHOL","Nucleotide Excision Repair",""
713,"CHOL","Nucleotide Excision Repair",""
714,"CHOL","Nucleotide Excision Repair","POLR1A"
715,"CHOL","Nucleotide Excision Repair",""
716,"CHOL","Nucleotide Excision Repair","ERCC4"
717,"CHOL","Nucleotide Excision Repair","PAPD7"
718,"CHOL","Nucleotide Excision Repair","POLE"
719,"CHOL","Nucleotide Excision Repair","LIG1"
720,"CHOL","Warburg Effect","SLC2A2"
721,"CHOL","Warburg Effect","HK2"
722,"CHOL","Warburg Effect","GPI"
723,"CHOL","Warburg Effect","PFKL"
724,"CHOL","Warburg Effect","ALDOB"
725,"CHOL","Warburg Effect","GAPDH"
726,"CHOL","Warburg Effect","PGK1"
727,"CHOL","Warburg Effect","PGAM2"
728,"CHOL","Warburg Effect","ENO1"
729,"CHOL","Warburg Effect","PKLR"
730,"CHOL","Warburg Effect","MPC1"
731,"CHOL","Warburg Effect","PC"
732,"CHOL","Warburg Effect","PDHA1"
733,"CHOL","Warburg Effect","PDHB"
734,"CHOL","Warburg Effect","DLAT"
735,"CHOL","Warburg Effect","DLD"
736,"CHOL","Warburg Effect","CS"
737,"CHOL","Warburg Effect","LDHAL6A"
738,"CHOL","Warburg Effect","SLC16A1"
739,"CHOL","Warburg Effect","ACO2"
740,"CHOL","Warburg Effect","IDH3A"
741,"CHOL","Warburg Effect","IDH3B"
742,"CHOL","Warburg Effect","IDH3G"
743,"CHOL","Warburg Effect","OGDH"
744,"CHOL","Warburg Effect","DLST"
745,"CHOL","Warburg Effect","SUCLG1"
746,"CHOL","Warburg Effect","SUCLG2"
747,"CHOL","Warburg Effect","SDHA"
748,"CHOL","Warburg Effect","SDHB"
749,"CHOL","Warburg Effect","SDHC"
750,"CHOL","Warburg Effect","SDHD"
751,"CHOL","Warburg Effect","FH"
752,"CHOL","Warburg Effect","MDH1"
753,"CHOL","Warburg Effect","GLUD1"
754,"CHOL","Warburg Effect","GLS2"
755,"CHOL","Warburg Effect","SLC1A5"
756,"CHOL","Warburg Effect","TALDO1"
757,"CHOL","Warburg Effect","TKT"
758,"CHOL","Warburg Effect","RPIA"
759,"CHOL","Warburg Effect","PGLS"
760,"CHOL","Warburg Effect","G6PD"
761,"CHOL","Warburg Effect","PGD"
762,"CHOL","Warburg Effect",""
763,"CHOL","Warburg Effect","ACO1"
764,"CHOL","Warburg Effect","IDH1"
765,"CHOL","Warburg Effect","PKM"
766,"CHOL","Inositol Metabolism","ISYNA1"
767,"CHOL","Inositol Metabolism","IPMK"
768,"CHOL","Inositol Metabolism","ITPK1"
769,"CHOL","Inositol Metabolism","IPPK"
770,"CHOL","Inositol Metabolism","MINPP1"
771,"CHOL","Inositol Metabolism","ITPKA"
772,"CHOL","Inositol Metabolism","INPP5J"
773,"CHOL","Inositol Metabolism","INPP1"
774,"CHOL","Inositol Metabolism","IMPA1"
775,"CHOL","Inositol Metabolism","MIOX"
776,"CHOL","Inositol Metabolism","INPP4A"
777,"CHOL","Inositol Metabolism","PLCD3"
778,"CHOL","Inositol Metabolism","PIKFYVE"
779,"CHOL","Inositol Metabolism","FIG4"
780,"CHOL","Inositol Metabolism","VAC14"
781,"CHOL","Inositol Metabolism","PI4KA"
782,"CHOL","Inositol Metabolism","PIK3C3"
783,"CHOL","Inositol Metabolism","PIK3R4"
784,"CHOL","Inositol Metabolism",""
785,"CHOL","Inositol Metabolism","AMBRA1"
786,"CHOL","Inositol Metabolism","PIK3CA"
787,"CHOL","Inositol Metabolism","PTPMT1"
788,"COAD","Warburg Effect","SLC2A2"
789,"COAD","Warburg Effect","HK2"
790,"COAD","Warburg Effect","GPI"
791,"COAD","Warburg Effect","PFKL"
792,"COAD","Warburg Effect","ALDOB"
793,"COAD","Warburg Effect","GAPDH"
794,"COAD","Warburg Effect","PGK1"
795,"COAD","Warburg Effect","PGAM2"
796,"COAD","Warburg Effect","ENO1"
797,"COAD","Warburg Effect","PKLR"
798,"COAD","Warburg Effect","MPC1"
799,"COAD","Warburg Effect","PC"
800,"COAD","Warburg Effect","PDHA1"
801,"COAD","Warburg Effect","PDHB"
802,"COAD","Warburg Effect","DLAT"
803,"COAD","Warburg Effect","DLD"
804,"COAD","Warburg Effect","CS"
805,"COAD","Warburg Effect","LDHAL6A"
806,"COAD","Warburg Effect","SLC16A1"
807,"COAD","Warburg Effect","ACO2"
808,"COAD","Warburg Effect","IDH3A"
809,"COAD","Warburg Effect","IDH3B"
810,"COAD","Warburg Effect","IDH3G"
811,"COAD","Warburg Effect","OGDH"
812,"COAD","Warburg Effect","DLST"
813,"COAD","Warburg Effect","SUCLG1"
814,"COAD","Warburg Effect","SUCLG2"
815,"COAD","Warburg Effect","SDHA"
816,"COAD","Warburg Effect","SDHB"
817,"COAD","Warburg Effect","SDHC"
818,"COAD","Warburg Effect","SDHD"
819,"COAD","Warburg Effect","FH"
820,"COAD","Warburg Effect","MDH1"
821,"COAD","Warburg Effect","GLUD1"
822,"COAD","Warburg Effect","GLS2"
823,"COAD","Warburg Effect","SLC1A5"
824,"COAD","Warburg Effect","TALDO1"
825,"COAD","Warburg Effect","TKT"
826,"COAD","Warburg Effect","RPIA"
827,"COAD","Warburg Effect","PGLS"
828,"COAD","Warburg Effect","G6PD"
829,"COAD","Warburg Effect","PGD"
830,"COAD","Warburg Effect",""
831,"COAD","Warburg Effect","ACO1"
832,"COAD","Warburg Effect","IDH1"
833,"COAD","Warburg Effect","PKM"
834,"COAD","Retinol Metabolism","ADH1A"
835,"COAD","Retinol Metabolism","RDH12"
836,"COAD","Retinol Metabolism","DHRS4"
837,"COAD","Retinol Metabolism","RDH16"
838,"COAD","Retinol Metabolism","RDH8"
839,"COAD","Retinol Metabolism","DHRS3"
840,"COAD","Retinol Metabolism","DHRS9"
841,"COAD","Retinol Metabolism","RDH11"
842,"COAD","Retinol Metabolism","LRAT"
843,"COAD","Retinol Metabolism","AWAT1"
844,"COAD","Retinol Metabolism","DGAT1"
845,"COAD","Retinol Metabolism","RPE65"
846,"COAD","Retinol Metabolism","PNPLA4"
847,"COAD","Retinol Metabolism","BCMO1"
848,"COAD","Retinol Metabolism","ALDH1A1"
849,"COAD","Retinol Metabolism","ALDH1A2"
850,"COAD","Retinol Metabolism","CYP26A1"
851,"COAD","Retinol Metabolism","RETSAT"
852,"COAD","Retinol Metabolism","DNAJB11"
853,"COAD","Retinol Metabolism","HSP90B1 "
854,"COAD","Retinol Metabolism","HSPA5"
855,"COAD","Retinol Metabolism","HYOU1 "
856,"COAD","Retinol Metabolism","PDIA2"
857,"COAD","Retinol Metabolism","PDIA4"
858,"COAD","Retinol Metabolism","PDIA6"
859,"COAD","Retinol Metabolism","PPIB"
860,"COAD","Retinol Metabolism","SDF2L1"
861,"COAD","Retinol Metabolism","UGT1A1"
862,"COAD","Retinol Metabolism","ERP29"
863,"COAD","Retinol Metabolism","CYP2A6"
864,"COAD","Retinol Metabolism","CYP2A7"
865,"COAD","Retinol Metabolism","CYP2A13"
866,"COAD","Retinol Metabolism","CYP2B6"
867,"COAD","Retinol Metabolism","CYP3A7"
868,"COAD","Retinol Metabolism","CYP3A4"
869,"COAD","Retinol Metabolism","CYP3A5"
870,"COAD","Retinol Metabolism","CYP3A43"
871,"COAD","Ethanol Degradation","ADH1B"
872,"COAD","Ethanol Degradation","ALDH2"
873,"COAD","Ethanol Degradation","CYP2E1"
874,"COAD","Ethanol Degradation","CAT"
875,"COAD","Ethanol Degradation","ACSS2"
876,"COAD","Ethanol Degradation","ACSS1"
877,"COAD","Ethanol Degradation","ALDH1B1"
878,"COAD","Purine Metabolism","NUDT2"
879,"COAD","Purine Metabolism","NME6"
880,"COAD","Purine Metabolism","ENTPD5"
881,"COAD","Purine Metabolism","ENTPD8"
882,"COAD","Purine Metabolism","GUK1"
883,"COAD","Purine Metabolism","NT5C2"
884,"COAD","Purine Metabolism","DGUOK"
885,"COAD","Purine Metabolism","APRT"
886,"COAD","Purine Metabolism","PNP"
887,"COAD","Purine Metabolism","HPRT1"
888,"COAD","Purine Metabolism","GDA"
889,"COAD","Purine Metabolism","NUDT5"
890,"COAD","Purine Metabolism","PRPS1L1"
891,"COAD","Purine Metabolism","PPAT"
892,"COAD","Purine Metabolism","GART"
893,"COAD","Purine Metabolism","PFAS"
894,"COAD","Purine Metabolism","PAICS"
895,"COAD","Purine Metabolism","ADSL"
896,"COAD","Purine Metabolism","ATIC"
897,"COAD","Purine Metabolism","ITPA"
898,"COAD","Purine Metabolism","GMPS"
899,"COAD","Purine Metabolism","IMPDH1"
900,"COAD","Purine Metabolism","GMPR"
901,"COAD","Purine Metabolism","XDH"
902,"COAD","Purine Metabolism","ADSS"
903,"COAD","Purine Metabolism","AMPD1"
904,"COAD","Purine Metabolism","ADA"
905,"COAD","Purine Metabolism","AK1"
906,"COAD","Purine Metabolism","ATAD1"
907,"COAD","Purine Metabolism","PDE4D"
908,"COAD","Purine Metabolism","ADCY10"
909,"COAD","Purine Metabolism","GUCY1A2"
910,"COAD","Purine Metabolism","GUCY1B3"
911,"COAD","Purine Metabolism","PDE10A"
912,"COAD","Purine Metabolism","TXN"
913,"COAD","Purine Metabolism","RRM1"
914,"COAD","Purine Metabolism","RRM2"
915,"COAD","Purine Metabolism","HPRT1"
916,"COAD","Purine Metabolism","IMPDH1"
917,"COAD","Purine Metabolism","GMPS"
918,"COAD","Purine Metabolism","TPMT"
919,"COAD","Purine Metabolism","RAC1"
920,"COAD","Purine Metabolism","AOX1"
921,"COAD","Purine Metabolism","PPAT"
922,"COAD","Purine Metabolism","SLC29A2"
923,"COAD","Purine Metabolism","SLC28A3"
924,"COAD","Purine Metabolism","SLC29A1"
925,"COAD","Purine Metabolism","SLC28A2"
926,"COAD","Purine Metabolism","ABCC5"
927,"COAD","Purine Metabolism","ABCC4"
928,"COAD","Purine Metabolism","XDH"
929,"COAD","Purine Metabolism","ADK"
930,"COAD","Trehalose Degradation","TREH"
931,"COAD","Trehalose Degradation","SLC5A1"
932,"COAD","Trehalose Degradation","SLC2A2"
933,"COAD","Trehalose Degradation","GCK"
934,"COAD","Trehalose Degradation","ATP1A1"
935,"COAD","Trehalose Degradation","ATP1A2"
936,"COAD","Trehalose Degradation","ATP1A3"
937,"COAD","Trehalose Degradation","ATP1A4"
938,"COAD","Trehalose Degradation","ATP1B1"
939,"COAD","Trehalose Degradation","ATP1B2"
940,"COAD","Trehalose Degradation","ATP1B3"
941,"COAD","Trehalose Degradation",""
942,"COAD","Trehalose Degradation","FXYD2"
943,"COAD","Pyrimidine Metabolism","CAD"
944,"COAD","Pyrimidine Metabolism","DHODH"
945,"COAD","Pyrimidine Metabolism","UMPS "
946,"COAD","Pyrimidine Metabolism","CANT1"
947,"COAD","Pyrimidine Metabolism","CMPK2"
948,"COAD","Pyrimidine Metabolism","NME6"
949,"COAD","Pyrimidine Metabolism","AK3"
950,"COAD","Pyrimidine Metabolism","ITPA"
951,"COAD","Pyrimidine Metabolism","CTPS1"
952,"COAD","Pyrimidine Metabolism","NT5C2"
953,"COAD","Pyrimidine Metabolism","GDA"
954,"COAD","Pyrimidine Metabolism","UPP2"
955,"COAD","Pyrimidine Metabolism","DPYD"
956,"COAD","Pyrimidine Metabolism","DPYS"
957,"COAD","Pyrimidine Metabolism","UPB1"
958,"COAD","Pyrimidine Metabolism","RRM2"
959,"COAD","Pyrimidine Metabolism","RRM2B"
960,"COAD","Pyrimidine Metabolism","UCKL1"
961,"COAD","Pyrimidine Metabolism","CDA"
962,"COAD","Pyrimidine Metabolism","TYMP"
963,"COAD","Pyrimidine Metabolism","DCTD"
964,"COAD","Pyrimidine Metabolism","TK1"
965,"COAD","Pyrimidine Metabolism","TYMS"
966,"COAD","Pyrimidine Metabolism","DUT"
967,"COAD","Sulfate_Sulfite Metabolism","SUOX"
968,"COAD","Sulfate_Sulfite Metabolism","PAPSS2"
969,"COAD","Sulfate_Sulfite Metabolism","BPNT1"
970,"COAD","Sulfate_Sulfite Metabolism","SULT1E1"
971,"COAD","Sulfate_Sulfite Metabolism","SULT1A1"
972,"COAD","Sulfate_Sulfite Metabolism","SULT2B1"
973,"COAD","Sulfate_Sulfite Metabolism","CHST11"
974,"COAD","Arginine and Proline Metabolism","ASS1"
975,"COAD","Arginine and Proline Metabolism","ASL"
976,"COAD","Arginine and Proline Metabolism","CPS1"
977,"COAD","Arginine and Proline Metabolism","GLUD1"
978,"COAD","Arginine and Proline Metabolism","OAT"
979,"COAD","Arginine and Proline Metabolism","ALDH4A1"
980,"COAD","Arginine and Proline Metabolism","PRODH"
981,"COAD","Arginine and Proline Metabolism","PYCR2"
982,"COAD","Arginine and Proline Metabolism","P4HA3"
983,"COAD","Arginine and Proline Metabolism","RARS2"
984,"COAD","Arginine and Proline Metabolism","GATM"
985,"COAD","Arginine and Proline Metabolism","GAMT"
986,"COAD","Arginine and Proline Metabolism","CKB"
987,"COAD","Arginine and Proline Metabolism","ARG1"
988,"COAD","Arginine and Proline Metabolism","OTC"
989,"COAD","Arginine and Proline Metabolism","SLC25A15"
990,"COAD","Arginine and Proline Metabolism","DAO"
991,"COAD","Arginine and Proline Metabolism","GOT1"
992,"COAD","Arginine and Proline Metabolism","NOS1"
993,"COAD","Arginine and Proline Metabolism","EPRS"
994,"COAD","Oxidation of Branched-Chain Fatty Acids","ACSL1"
995,"COAD","Oxidation of Branched-Chain Fatty Acids","ALDH2"
996,"COAD","Oxidation of Branched-Chain Fatty Acids","HACL1"
997,"COAD","Oxidation of Branched-Chain Fatty Acids","PHYH"
998,"COAD","Oxidation of Branched-Chain Fatty Acids",""
999,"COAD","Oxidation of Branched-Chain Fatty Acids",""
1000,"COAD","Oxidation of Branched-Chain Fatty Acids","CRAT"
1001,"COAD","Oxidation of Branched-Chain Fatty Acids","CROT"
1002,"COAD","Oxidation of Branched-Chain Fatty Acids",""
1003,"COAD","Oxidation of Branched-Chain Fatty Acids",""
1004,"COAD","Oxidation of Branched-Chain Fatty Acids","SLC25A20"
1005,"COAD","Oxidation of Branched-Chain Fatty Acids","CPT2"
1006,"COAD","Caffeine Metabolism","CYP1A2"
1007,"COAD","Caffeine Metabolism","CYP2E1"
1008,"COAD","Caffeine Metabolism","NAT2"
1009,"COAD","Caffeine Metabolism","CYP3A4"
1010,"COAD","Caffeine Metabolism","CYP2C8"
1011,"COAD","Caffeine Metabolism","CYP2C9"
1012,"COAD","Caffeine Metabolism","XDH"
1013,"COAD","Caffeine Metabolism","CYP2A6"
1014,"COAD","Phosphatidylinositol Phosphate Metabolism","CDIPT"
1015,"COAD","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
1016,"COAD","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
1017,"COAD","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
1018,"COAD","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
1019,"COAD","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
1020,"COAD","Phosphatidylinositol Phosphate Metabolism",""
1021,"COAD","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
1022,"COAD","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
1023,"COAD","Phosphatidylinositol Phosphate Metabolism","FIG4"
