"","CancerType","Pathways","Gene"
"400","BLCA","HALLMARK_HEME_METABOLISM","TCEA1"
"401","BLCA","HALLMARK_HEME_METABOLISM","TENT5C"
"402","BLCA","HALLMARK_HEME_METABOLISM","TFDP2"
"403","BLCA","HALLMARK_HEME_METABOLISM","TFRC"
"404","BLCA","HALLMARK_HEME_METABOLISM","TMCC2"
"405","BLCA","HALLMARK_HEME_METABOLISM","TMEM9B"
"406","BLCA","HALLMARK_HEME_METABOLISM","TNRC6B"
"407","BLCA","HALLMARK_HEME_METABOLISM","TNS1"
"408","BLCA","HALLMARK_HEME_METABOLISM","TOP1"
"409","BLCA","HALLMARK_HEME_METABOLISM","TRAK2"
"410","BLCA","HALLMARK_HEME_METABOLISM","TRIM10"
"411","BLCA","HALLMARK_HEME_METABOLISM","TRIM10"
"412","BLCA","HALLMARK_HEME_METABOLISM","TRIM10"
"413","BLCA","HALLMARK_HEME_METABOLISM","TRIM10"
"414","BLCA","HALLMARK_HEME_METABOLISM","TRIM10"
"415","BLCA","HALLMARK_HEME_METABOLISM","TRIM10"
"416","BLCA","HALLMARK_HEME_METABOLISM","TRIM10"
"417","BLCA","HALLMARK_HEME_METABOLISM","TRIM10"
"418","BLCA","HALLMARK_HEME_METABOLISM","TRIM58"
"419","BLCA","HALLMARK_HEME_METABOLISM","TSPAN5"
"420","BLCA","HALLMARK_HEME_METABOLISM","TSPO2"
"421","BLCA","HALLMARK_HEME_METABOLISM","TYR"
"422","BLCA","HALLMARK_HEME_METABOLISM","UBAC1"
"423","BLCA","HALLMARK_HEME_METABOLISM","UCP2"
"424","BLCA","HALLMARK_HEME_METABOLISM","UROD"
"425","BLCA","HALLMARK_HEME_METABOLISM","UROS"
"426","BLCA","HALLMARK_HEME_METABOLISM","USP15"
"427","BLCA","HALLMARK_HEME_METABOLISM","VEZF1"
"428","BLCA","HALLMARK_HEME_METABOLISM","XK"
"429","BLCA","HALLMARK_HEME_METABOLISM","XPO7"
"430","BLCA","HALLMARK_HEME_METABOLISM","YPEL5"
"431","BLCA","HALLMARK_HYPOXIA","ACKR3"
"432","BLCA","HALLMARK_HYPOXIA","ADM"
"433","BLCA","HALLMARK_HYPOXIA","ADORA2B"
"434","BLCA","HALLMARK_HYPOXIA","AK4"
"435","BLCA","HALLMARK_HYPOXIA","AKAP12"
"436","BLCA","HALLMARK_HYPOXIA","ALDOA"
"437","BLCA","HALLMARK_HYPOXIA","ALDOB"
"438","BLCA","HALLMARK_HYPOXIA","ALDOC"
"439","BLCA","HALLMARK_HYPOXIA","AMPD3"
"440","BLCA","HALLMARK_HYPOXIA","ANGPTL4"
"441","BLCA","HALLMARK_HYPOXIA","ANKZF1"
"442","BLCA","HALLMARK_HYPOXIA","ANXA2"
"443","BLCA","HALLMARK_HYPOXIA","ATF3"
"444","BLCA","HALLMARK_HYPOXIA","ATP7A"
"445","BLCA","HALLMARK_HYPOXIA","B3GALT6"
"446","BLCA","HALLMARK_HYPOXIA","B4GALNT2"
"447","BLCA","HALLMARK_HYPOXIA","BCAN"
"448","BLCA","HALLMARK_HYPOXIA","BCL2"
"449","BLCA","HALLMARK_HYPOXIA","BGN"
"450","BLCA","HALLMARK_HYPOXIA","BHLHE40"
"451","BLCA","HALLMARK_HYPOXIA","BNIP3L"
"452","BLCA","HALLMARK_HYPOXIA","BRS3"
"453","BLCA","HALLMARK_HYPOXIA","BTG1"
"454","BLCA","HALLMARK_HYPOXIA","CA12"
"455","BLCA","HALLMARK_HYPOXIA","CASP6"
"456","BLCA","HALLMARK_HYPOXIA","CAV1"
"457","BLCA","HALLMARK_HYPOXIA","CAVIN1"
"458","BLCA","HALLMARK_HYPOXIA","CAVIN3"
"459","BLCA","HALLMARK_HYPOXIA","CCN1"
"460","BLCA","HALLMARK_HYPOXIA","CCN2"
"461","BLCA","HALLMARK_HYPOXIA","CCN5"
"462","BLCA","HALLMARK_HYPOXIA","CCNG2"
"463","BLCA","HALLMARK_HYPOXIA","CDKN1A"
"464","BLCA","HALLMARK_HYPOXIA","CDKN1B"
"465","BLCA","HALLMARK_HYPOXIA","CDKN1C"
"466","BLCA","HALLMARK_HYPOXIA","CDKN1C"
"467","BLCA","HALLMARK_HYPOXIA","CHST2"
"468","BLCA","HALLMARK_HYPOXIA","CHST3"
"469","BLCA","HALLMARK_HYPOXIA","CITED2"
"470","BLCA","HALLMARK_HYPOXIA","COL5A1"
"471","BLCA","HALLMARK_HYPOXIA","CP"
"472","BLCA","HALLMARK_HYPOXIA","CSRP2"
"473","BLCA","HALLMARK_HYPOXIA","CXCR4"
"474","BLCA","HALLMARK_HYPOXIA","DCN"
"475","BLCA","HALLMARK_HYPOXIA","DDIT3"
"476","BLCA","HALLMARK_HYPOXIA","DDIT4"
"477","BLCA","HALLMARK_HYPOXIA","DPYSL4"
"478","BLCA","HALLMARK_HYPOXIA","DTNA"
"479","BLCA","HALLMARK_HYPOXIA","DUSP1"
"480","BLCA","HALLMARK_HYPOXIA","EDN2"
"481","BLCA","HALLMARK_HYPOXIA","EFNA1"
"482","BLCA","HALLMARK_HYPOXIA","EFNA3"
"483","BLCA","HALLMARK_HYPOXIA","EGFR"
"484","BLCA","HALLMARK_HYPOXIA","ENO1"
"485","BLCA","HALLMARK_HYPOXIA","ENO2"
"486","BLCA","HALLMARK_HYPOXIA","ENO3"
"487","BLCA","HALLMARK_HYPOXIA","ERO1A"
"488","BLCA","HALLMARK_HYPOXIA","ERRFI1"
"489","BLCA","HALLMARK_HYPOXIA","ETS1"
"490","BLCA","HALLMARK_HYPOXIA","EXT1"
"491","BLCA","HALLMARK_HYPOXIA","F3"
"492","BLCA","HALLMARK_HYPOXIA","FAM162A"
"493","BLCA","HALLMARK_HYPOXIA","FBP1"
"494","BLCA","HALLMARK_HYPOXIA","FOS"
"495","BLCA","HALLMARK_HYPOXIA","FOSL2"
"496","BLCA","HALLMARK_HYPOXIA","FOXO3"
"497","BLCA","HALLMARK_HYPOXIA","GAA"
"498","BLCA","HALLMARK_HYPOXIA","GALK1"
"499","BLCA","HALLMARK_HYPOXIA","GAPDH"
"500","BLCA","HALLMARK_HYPOXIA","GAPDHS"
"501","BLCA","HALLMARK_HYPOXIA","GBE1"
"502","BLCA","HALLMARK_HYPOXIA","GCK"
"503","BLCA","HALLMARK_HYPOXIA","GCNT2"
"504","BLCA","HALLMARK_HYPOXIA","GCNT2"
"505","BLCA","HALLMARK_HYPOXIA","GLRX"
"506","BLCA","HALLMARK_HYPOXIA","GPC1"
"507","BLCA","HALLMARK_HYPOXIA","GPC3"
"508","BLCA","HALLMARK_HYPOXIA","GPC4"
"509","BLCA","HALLMARK_HYPOXIA","GPI"
"510","BLCA","HALLMARK_HYPOXIA","GPI"
"511","BLCA","HALLMARK_HYPOXIA","GRHPR"
"512","BLCA","HALLMARK_HYPOXIA","GYS1"
"513","BLCA","HALLMARK_HYPOXIA","HAS1"
"514","BLCA","HALLMARK_HYPOXIA","HDLBP"
"515","BLCA","HALLMARK_HYPOXIA","HEXA"
"516","BLCA","HALLMARK_HYPOXIA","HK1"
"517","BLCA","HALLMARK_HYPOXIA","HK2"
"518","BLCA","HALLMARK_HYPOXIA","HMOX1"
"519","BLCA","HALLMARK_HYPOXIA","HOXB9"
"520","BLCA","HALLMARK_HYPOXIA","HS3ST1"
"521","BLCA","HALLMARK_HYPOXIA","HSPA5"
"522","BLCA","HALLMARK_HYPOXIA","IDS"
"523","BLCA","HALLMARK_HYPOXIA","IER3"
"524","BLCA","HALLMARK_HYPOXIA","IER3"
"525","BLCA","HALLMARK_HYPOXIA","IER3"
"526","BLCA","HALLMARK_HYPOXIA","IER3"
"527","BLCA","HALLMARK_HYPOXIA","IER3"
"528","BLCA","HALLMARK_HYPOXIA","IER3"
"529","BLCA","HALLMARK_HYPOXIA","IER3"
"530","BLCA","HALLMARK_HYPOXIA","IGFBP1"
"531","BLCA","HALLMARK_HYPOXIA","IGFBP3"
"532","BLCA","HALLMARK_HYPOXIA","IL6"
"533","BLCA","HALLMARK_HYPOXIA","ILVBL"
"534","BLCA","HALLMARK_HYPOXIA","INHA"
"535","BLCA","HALLMARK_HYPOXIA","IRS2"
"536","BLCA","HALLMARK_HYPOXIA","ISG20"
"537","BLCA","HALLMARK_HYPOXIA","JMJD6"
"538","BLCA","HALLMARK_HYPOXIA","JUN"
"539","BLCA","HALLMARK_HYPOXIA","KDELR3"
"540","BLCA","HALLMARK_HYPOXIA","KDM3A"
"541","BLCA","HALLMARK_HYPOXIA","KIF5A"
"542","BLCA","HALLMARK_HYPOXIA","KLF6"
"543","BLCA","HALLMARK_HYPOXIA","KLF7"
"544","BLCA","HALLMARK_HYPOXIA","KLHL24"
"545","BLCA","HALLMARK_HYPOXIA","LALBA"
"546","BLCA","HALLMARK_HYPOXIA","LARGE1"
"547","BLCA","HALLMARK_HYPOXIA","LDHA"
"548","BLCA","HALLMARK_HYPOXIA","LDHA"
"549","BLCA","HALLMARK_HYPOXIA","LDHC"
"550","BLCA","HALLMARK_HYPOXIA","LOX"
"551","BLCA","HALLMARK_HYPOXIA","LXN"
"552","BLCA","HALLMARK_HYPOXIA","MAFF"
"553","BLCA","HALLMARK_HYPOXIA","MAP3K1"
"554","BLCA","HALLMARK_HYPOXIA","MIF"
"555","BLCA","HALLMARK_HYPOXIA","MIF"
"556","BLCA","HALLMARK_HYPOXIA","MT1E"
"557","BLCA","HALLMARK_HYPOXIA","MT2A"
"558","BLCA","HALLMARK_HYPOXIA","MXI1"
"559","BLCA","HALLMARK_HYPOXIA","MYH9"
"560","BLCA","HALLMARK_HYPOXIA","NAGK"
"561","BLCA","HALLMARK_HYPOXIA","NCAN"
"562","BLCA","HALLMARK_HYPOXIA","NDRG1"
"563","BLCA","HALLMARK_HYPOXIA","NDST1"
"564","BLCA","HALLMARK_HYPOXIA","NDST2"
"565","BLCA","HALLMARK_HYPOXIA","NEDD4L"
"566","BLCA","HALLMARK_HYPOXIA","NFIL3"
"567","BLCA","HALLMARK_HYPOXIA","NOCT"
"568","BLCA","HALLMARK_HYPOXIA","NR3C1"
"569","BLCA","HALLMARK_HYPOXIA","P4HA1"
"570","BLCA","HALLMARK_HYPOXIA","P4HA2"
"571","BLCA","HALLMARK_HYPOXIA","PAM"
"572","BLCA","HALLMARK_HYPOXIA","PCK1"
"573","BLCA","HALLMARK_HYPOXIA","PDGFB"
"574","BLCA","HALLMARK_HYPOXIA","PDK1"
"575","BLCA","HALLMARK_HYPOXIA","PDK3"
"576","BLCA","HALLMARK_HYPOXIA","PFKFB3"
"577","BLCA","HALLMARK_HYPOXIA","PFKL"
"578","BLCA","HALLMARK_HYPOXIA","PFKP"
"579","BLCA","HALLMARK_HYPOXIA","PGAM2"
"580","BLCA","HALLMARK_HYPOXIA","PGF"
"581","BLCA","HALLMARK_HYPOXIA","PGK1"
"582","BLCA","HALLMARK_HYPOXIA","PGM1"
"583","BLCA","HALLMARK_HYPOXIA","PGM2"
"584","BLCA","HALLMARK_HYPOXIA","PHKG1"
"585","BLCA","HALLMARK_HYPOXIA","PIM1"
"586","BLCA","HALLMARK_HYPOXIA","PKLR"
"587","BLCA","HALLMARK_HYPOXIA","PKLR"
"588","BLCA","HALLMARK_HYPOXIA","PKP1"
"589","BLCA","HALLMARK_HYPOXIA","PLAC8"
"590","BLCA","HALLMARK_HYPOXIA","PLAUR"
"591","BLCA","HALLMARK_HYPOXIA","PLIN2"
"592","BLCA","HALLMARK_HYPOXIA","PNRC1"
"593","BLCA","HALLMARK_HYPOXIA","PPARGC1A"
"594","BLCA","HALLMARK_HYPOXIA","PPFIA4"
"595","BLCA","HALLMARK_HYPOXIA","PPP1R15A"
"596","BLCA","HALLMARK_HYPOXIA","PPP1R3C"
"597","BLCA","HALLMARK_HYPOXIA","PRDX5"
"598","BLCA","HALLMARK_HYPOXIA","PRKCA"
"599","BLCA","HALLMARK_HYPOXIA","PYGM"
"600","BLCA","HALLMARK_HYPOXIA","RBPJ"
"601","BLCA","HALLMARK_HYPOXIA","RORA"
"602","BLCA","HALLMARK_HYPOXIA","RRAGD"
"603","BLCA","HALLMARK_HYPOXIA","S100A4"
"604","BLCA","HALLMARK_HYPOXIA","SAP30"
"605","BLCA","HALLMARK_HYPOXIA","SCARB1"
"606","BLCA","HALLMARK_HYPOXIA","SDC2"
"607","BLCA","HALLMARK_HYPOXIA","SDC3"
"608","BLCA","HALLMARK_HYPOXIA","SDC4"
"609","BLCA","HALLMARK_HYPOXIA","SELENBP1"
"610","BLCA","HALLMARK_HYPOXIA","SERPINE1"
"611","BLCA","HALLMARK_HYPOXIA","SIAH2"
"612","BLCA","HALLMARK_HYPOXIA","SLC25A1"
"613","BLCA","HALLMARK_HYPOXIA","SLC2A1"
"614","BLCA","HALLMARK_HYPOXIA","SLC2A3"
"615","BLCA","HALLMARK_HYPOXIA","SLC2A5"
"616","BLCA","HALLMARK_HYPOXIA","SLC37A4"
"617","BLCA","HALLMARK_HYPOXIA","SLC37A4"
"618","BLCA","HALLMARK_HYPOXIA","SLC37A4"
"619","BLCA","HALLMARK_HYPOXIA","SLC6A6"
"620","BLCA","HALLMARK_HYPOXIA","SRPX"
"621","BLCA","HALLMARK_HYPOXIA","STBD1"
"622","BLCA","HALLMARK_HYPOXIA","STC1"
"623","BLCA","HALLMARK_HYPOXIA","STC2"
"624","BLCA","HALLMARK_HYPOXIA","SULT2B1"
"625","BLCA","HALLMARK_HYPOXIA","TES"
"626","BLCA","HALLMARK_HYPOXIA","TGFB3"
"627","BLCA","HALLMARK_HYPOXIA","TGFBI"
"628","BLCA","HALLMARK_HYPOXIA","TGM2"
"629","BLCA","HALLMARK_HYPOXIA","TIPARP"
"630","BLCA","HALLMARK_HYPOXIA","TKTL1"
"631","BLCA","HALLMARK_HYPOXIA","TMEM45A"
"632","BLCA","HALLMARK_HYPOXIA","TNFAIP3"
"633","BLCA","HALLMARK_HYPOXIA","TPBG"
"634","BLCA","HALLMARK_HYPOXIA","TPBG"
"635","BLCA","HALLMARK_HYPOXIA","TPD52"
"636","BLCA","HALLMARK_HYPOXIA","TPI1"
"637","BLCA","HALLMARK_HYPOXIA","TPST2"
"638","BLCA","HALLMARK_HYPOXIA","UGP2"
"639","BLCA","HALLMARK_HYPOXIA","VEGFA"
"640","BLCA","HALLMARK_HYPOXIA","VHL"
"641","BLCA","HALLMARK_HYPOXIA","VLDLR"
"642","BLCA","HALLMARK_HYPOXIA","WSB1"
"643","BLCA","HALLMARK_HYPOXIA","XPNPEP1"
"644","BLCA","HALLMARK_HYPOXIA","ZFP36"
"645","BLCA","HALLMARK_HYPOXIA","ZNF292"
"646","BRCA","HALLMARK_ANDROGEN_RESPONSE","ABCC4"
"647","BRCA","HALLMARK_ANDROGEN_RESPONSE","ABHD2"
"648","BRCA","HALLMARK_ANDROGEN_RESPONSE","ACSL3"
"649","BRCA","HALLMARK_ANDROGEN_RESPONSE","ACTN1"
"650","BRCA","HALLMARK_ANDROGEN_RESPONSE","ADAMTS1"
"651","BRCA","HALLMARK_ANDROGEN_RESPONSE","ADRM1"
"652","BRCA","HALLMARK_ANDROGEN_RESPONSE","AKAP12"
"653","BRCA","HALLMARK_ANDROGEN_RESPONSE","AKT1"
"654","BRCA","HALLMARK_ANDROGEN_RESPONSE","ALDH1A3"
"655","BRCA","HALLMARK_ANDROGEN_RESPONSE","ANKH"
"656","BRCA","HALLMARK_ANDROGEN_RESPONSE","APPBP2"
"657","BRCA","HALLMARK_ANDROGEN_RESPONSE","ARID5B"
"658","BRCA","HALLMARK_ANDROGEN_RESPONSE","AZGP1"
"659","BRCA","HALLMARK_ANDROGEN_RESPONSE","B2M"
"660","BRCA","HALLMARK_ANDROGEN_RESPONSE","B2M"
"661","BRCA","HALLMARK_ANDROGEN_RESPONSE","B4GALT1"
"662","BRCA","HALLMARK_ANDROGEN_RESPONSE","BMPR1B"
"663","BRCA","HALLMARK_ANDROGEN_RESPONSE","CAMKK2"
"664","BRCA","HALLMARK_ANDROGEN_RESPONSE","CCND1"
"665","BRCA","HALLMARK_ANDROGEN_RESPONSE","CCND3"
"666","BRCA","HALLMARK_ANDROGEN_RESPONSE","CDC14B"
"667","BRCA","HALLMARK_ANDROGEN_RESPONSE","CDK6"
"668","BRCA","HALLMARK_ANDROGEN_RESPONSE","CENPN"
"669","BRCA","HALLMARK_ANDROGEN_RESPONSE","DBI"
"670","BRCA","HALLMARK_ANDROGEN_RESPONSE","DHCR24"
"671","BRCA","HALLMARK_ANDROGEN_RESPONSE","DNAJB9"
"672","BRCA","HALLMARK_ANDROGEN_RESPONSE","ELK4"
"673","BRCA","HALLMARK_ANDROGEN_RESPONSE","ELL2"
"674","BRCA","HALLMARK_ANDROGEN_RESPONSE","ELOVL5"
"675","BRCA","HALLMARK_ANDROGEN_RESPONSE","FADS1"
"676","BRCA","HALLMARK_ANDROGEN_RESPONSE","FKBP5"
"677","BRCA","HALLMARK_ANDROGEN_RESPONSE","GNAI3"
"678","BRCA","HALLMARK_ANDROGEN_RESPONSE","GPD1L"
"679","BRCA","HALLMARK_ANDROGEN_RESPONSE","GSR"
"680","BRCA","HALLMARK_ANDROGEN_RESPONSE","GUCY1A1"
"681","BRCA","HALLMARK_ANDROGEN_RESPONSE","H1-0"
"682","BRCA","HALLMARK_ANDROGEN_RESPONSE","HERC3"
"683","BRCA","HALLMARK_ANDROGEN_RESPONSE","HERC3"
"684","BRCA","HALLMARK_ANDROGEN_RESPONSE","HMGCR"
"685","BRCA","HALLMARK_ANDROGEN_RESPONSE","HMGCS1"
"686","BRCA","HALLMARK_ANDROGEN_RESPONSE","HOMER2"
"687","BRCA","HALLMARK_ANDROGEN_RESPONSE","HPGD"
"688","BRCA","HALLMARK_ANDROGEN_RESPONSE","HSD17B14"
"689","BRCA","HALLMARK_ANDROGEN_RESPONSE","IDI1"
"690","BRCA","HALLMARK_ANDROGEN_RESPONSE","INPP4B"
"691","BRCA","HALLMARK_ANDROGEN_RESPONSE","INSIG1"
"692","BRCA","HALLMARK_ANDROGEN_RESPONSE","IQGAP2"
"693","BRCA","HALLMARK_ANDROGEN_RESPONSE","ITGAV"
"694","BRCA","HALLMARK_ANDROGEN_RESPONSE","KLK2"
"695","BRCA","HALLMARK_ANDROGEN_RESPONSE","KLK3"
"696","BRCA","HALLMARK_ANDROGEN_RESPONSE","KRT19"
"697","BRCA","HALLMARK_ANDROGEN_RESPONSE","KRT8"
"698","BRCA","HALLMARK_ANDROGEN_RESPONSE","LIFR"
"699","BRCA","HALLMARK_ANDROGEN_RESPONSE","LMAN1"
"700","BRCA","HALLMARK_ANDROGEN_RESPONSE","MAF"
"701","BRCA","HALLMARK_ANDROGEN_RESPONSE","MAK"
"702","BRCA","HALLMARK_ANDROGEN_RESPONSE","MAP7"
"703","BRCA","HALLMARK_ANDROGEN_RESPONSE","MERTK"
"704","BRCA","HALLMARK_ANDROGEN_RESPONSE","MYL12A"
"705","BRCA","HALLMARK_ANDROGEN_RESPONSE","NCOA4"
"706","BRCA","HALLMARK_ANDROGEN_RESPONSE","NDRG1"
"707","BRCA","HALLMARK_ANDROGEN_RESPONSE","NGLY1"
"708","BRCA","HALLMARK_ANDROGEN_RESPONSE","NKX3-1"
"709","BRCA","HALLMARK_ANDROGEN_RESPONSE","PA2G4"
"710","BRCA","HALLMARK_ANDROGEN_RESPONSE","PDLIM5"
"711","BRCA","HALLMARK_ANDROGEN_RESPONSE","PGM3"
"712","BRCA","HALLMARK_ANDROGEN_RESPONSE","PIAS1"
"713","BRCA","HALLMARK_ANDROGEN_RESPONSE","PLPP1"
"714","BRCA","HALLMARK_ANDROGEN_RESPONSE","PMEPA1"
"715","BRCA","HALLMARK_ANDROGEN_RESPONSE","PTK2B"
"716","BRCA","HALLMARK_ANDROGEN_RESPONSE","PTPN21"
"717","BRCA","HALLMARK_ANDROGEN_RESPONSE","RAB4A"
"718","BRCA","HALLMARK_ANDROGEN_RESPONSE","RPS6KA3"
"719","BRCA","HALLMARK_ANDROGEN_RESPONSE","RRP12"
"720","BRCA","HALLMARK_ANDROGEN_RESPONSE","SAT1"
"721","BRCA","HALLMARK_ANDROGEN_RESPONSE","SCD"
"722","BRCA","HALLMARK_ANDROGEN_RESPONSE","SEC24D"
"723","BRCA","HALLMARK_ANDROGEN_RESPONSE","SELENOP"
"724","BRCA","HALLMARK_ANDROGEN_RESPONSE","SGK1"
"725","BRCA","HALLMARK_ANDROGEN_RESPONSE","SLC26A2"
"726","BRCA","HALLMARK_ANDROGEN_RESPONSE","SLC38A2"
"727","BRCA","HALLMARK_ANDROGEN_RESPONSE","SMS"
"728","BRCA","HALLMARK_ANDROGEN_RESPONSE","SORD"
"729","BRCA","HALLMARK_ANDROGEN_RESPONSE","SPCS3"
"730","BRCA","HALLMARK_ANDROGEN_RESPONSE","SPDEF"
"731","BRCA","HALLMARK_ANDROGEN_RESPONSE","SRF"
"732","BRCA","HALLMARK_ANDROGEN_RESPONSE","SRP19"
"733","BRCA","HALLMARK_ANDROGEN_RESPONSE","STEAP4"
"734","BRCA","HALLMARK_ANDROGEN_RESPONSE","STK39"
"735","BRCA","HALLMARK_ANDROGEN_RESPONSE","TMEM50A"
"736","BRCA","HALLMARK_ANDROGEN_RESPONSE","TMPRSS2"
"737","BRCA","HALLMARK_ANDROGEN_RESPONSE","TNFAIP8"
"738","BRCA","HALLMARK_ANDROGEN_RESPONSE","TPD52"
"739","BRCA","HALLMARK_ANDROGEN_RESPONSE","TSC22D1"
"740","BRCA","HALLMARK_ANDROGEN_RESPONSE","UAP1"
"741","BRCA","HALLMARK_ANDROGEN_RESPONSE","UBE2I"
"742","BRCA","HALLMARK_ANDROGEN_RESPONSE","UBE2J1"
"743","BRCA","HALLMARK_ANDROGEN_RESPONSE","VAPA"
"744","BRCA","HALLMARK_ANDROGEN_RESPONSE","XRCC5"
"745","BRCA","HALLMARK_ANDROGEN_RESPONSE","XRCC6"
"746","BRCA","HALLMARK_ANDROGEN_RESPONSE","ZBTB10"
"747","BRCA","HALLMARK_ANDROGEN_RESPONSE","ZMIZ1"
"748","BRCA","HALLMARK_HYPOXIA","ACKR3"
"749","BRCA","HALLMARK_HYPOXIA","ADM"
"750","BRCA","HALLMARK_HYPOXIA","ADORA2B"
"751","BRCA","HALLMARK_HYPOXIA","AK4"
"752","BRCA","HALLMARK_HYPOXIA","AKAP12"
"753","BRCA","HALLMARK_HYPOXIA","ALDOA"
"754","BRCA","HALLMARK_HYPOXIA","ALDOB"
"755","BRCA","HALLMARK_HYPOXIA","ALDOC"
"756","BRCA","HALLMARK_HYPOXIA","AMPD3"
"757","BRCA","HALLMARK_HYPOXIA","ANGPTL4"
"758","BRCA","HALLMARK_HYPOXIA","ANKZF1"
"759","BRCA","HALLMARK_HYPOXIA","ANXA2"
"760","BRCA","HALLMARK_HYPOXIA","ATF3"
"761","BRCA","HALLMARK_HYPOXIA","ATP7A"
"762","BRCA","HALLMARK_HYPOXIA","B3GALT6"
"763","BRCA","HALLMARK_HYPOXIA","B4GALNT2"
"764","BRCA","HALLMARK_HYPOXIA","BCAN"
"765","BRCA","HALLMARK_HYPOXIA","BCL2"
"766","BRCA","HALLMARK_HYPOXIA","BGN"
"767","BRCA","HALLMARK_HYPOXIA","BHLHE40"
"768","BRCA","HALLMARK_HYPOXIA","BNIP3L"
"769","BRCA","HALLMARK_HYPOXIA","BRS3"
"770","BRCA","HALLMARK_HYPOXIA","BTG1"
"771","BRCA","HALLMARK_HYPOXIA","CA12"
"772","BRCA","HALLMARK_HYPOXIA","CASP6"
"773","BRCA","HALLMARK_HYPOXIA","CAV1"
"774","BRCA","HALLMARK_HYPOXIA","CAVIN1"
"775","BRCA","HALLMARK_HYPOXIA","CAVIN3"
"776","BRCA","HALLMARK_HYPOXIA","CCN1"
"777","BRCA","HALLMARK_HYPOXIA","CCN2"
"778","BRCA","HALLMARK_HYPOXIA","CCN5"
"779","BRCA","HALLMARK_HYPOXIA","CCNG2"
"780","BRCA","HALLMARK_HYPOXIA","CDKN1A"
"781","BRCA","HALLMARK_HYPOXIA","CDKN1B"
"782","BRCA","HALLMARK_HYPOXIA","CDKN1C"
"783","BRCA","HALLMARK_HYPOXIA","CDKN1C"
"784","BRCA","HALLMARK_HYPOXIA","CHST2"
"785","BRCA","HALLMARK_HYPOXIA","CHST3"
"786","BRCA","HALLMARK_HYPOXIA","CITED2"
"787","BRCA","HALLMARK_HYPOXIA","COL5A1"
"788","BRCA","HALLMARK_HYPOXIA","CP"
"789","BRCA","HALLMARK_HYPOXIA","CSRP2"
"790","BRCA","HALLMARK_HYPOXIA","CXCR4"
"791","BRCA","HALLMARK_HYPOXIA","DCN"
"792","BRCA","HALLMARK_HYPOXIA","DDIT3"
"793","BRCA","HALLMARK_HYPOXIA","DDIT4"
"794","BRCA","HALLMARK_HYPOXIA","DPYSL4"
"795","BRCA","HALLMARK_HYPOXIA","DTNA"
"796","BRCA","HALLMARK_HYPOXIA","DUSP1"
"797","BRCA","HALLMARK_HYPOXIA","EDN2"
"798","BRCA","HALLMARK_HYPOXIA","EFNA1"
"799","BRCA","HALLMARK_HYPOXIA","EFNA3"
"800","BRCA","HALLMARK_HYPOXIA","EGFR"
"801","BRCA","HALLMARK_HYPOXIA","ENO1"
"802","BRCA","HALLMARK_HYPOXIA","ENO2"
"803","BRCA","HALLMARK_HYPOXIA","ENO3"
"804","BRCA","HALLMARK_HYPOXIA","ERO1A"
"805","BRCA","HALLMARK_HYPOXIA","ERRFI1"
"806","BRCA","HALLMARK_HYPOXIA","ETS1"
"807","BRCA","HALLMARK_HYPOXIA","EXT1"
"808","BRCA","HALLMARK_HYPOXIA","F3"
"809","BRCA","HALLMARK_HYPOXIA","FAM162A"
"810","BRCA","HALLMARK_HYPOXIA","FBP1"
"811","BRCA","HALLMARK_HYPOXIA","FOS"
"812","BRCA","HALLMARK_HYPOXIA","FOSL2"
"813","BRCA","HALLMARK_HYPOXIA","FOXO3"
"814","BRCA","HALLMARK_HYPOXIA","GAA"
"815","BRCA","HALLMARK_HYPOXIA","GALK1"
"816","BRCA","HALLMARK_HYPOXIA","GAPDH"
"817","BRCA","HALLMARK_HYPOXIA","GAPDHS"
"818","BRCA","HALLMARK_HYPOXIA","GBE1"
"819","BRCA","HALLMARK_HYPOXIA","GCK"
"820","BRCA","HALLMARK_HYPOXIA","GCNT2"
"821","BRCA","HALLMARK_HYPOXIA","GCNT2"
"822","BRCA","HALLMARK_HYPOXIA","GLRX"
"823","BRCA","HALLMARK_HYPOXIA","GPC1"
"824","BRCA","HALLMARK_HYPOXIA","GPC3"
"825","BRCA","HALLMARK_HYPOXIA","GPC4"
"826","BRCA","HALLMARK_HYPOXIA","GPI"
"827","BRCA","HALLMARK_HYPOXIA","GPI"
"828","BRCA","HALLMARK_HYPOXIA","GRHPR"
"829","BRCA","HALLMARK_HYPOXIA","GYS1"
"830","BRCA","HALLMARK_HYPOXIA","HAS1"
"831","BRCA","HALLMARK_HYPOXIA","HDLBP"
"832","BRCA","HALLMARK_HYPOXIA","HEXA"
"833","BRCA","HALLMARK_HYPOXIA","HK1"
"834","BRCA","HALLMARK_HYPOXIA","HK2"
"835","BRCA","HALLMARK_HYPOXIA","HMOX1"
"836","BRCA","HALLMARK_HYPOXIA","HOXB9"
"837","BRCA","HALLMARK_HYPOXIA","HS3ST1"
"838","BRCA","HALLMARK_HYPOXIA","HSPA5"
"839","BRCA","HALLMARK_HYPOXIA","IDS"
"840","BRCA","HALLMARK_HYPOXIA","IER3"
"841","BRCA","HALLMARK_HYPOXIA","IER3"
"842","BRCA","HALLMARK_HYPOXIA","IER3"
"843","BRCA","HALLMARK_HYPOXIA","IER3"
"844","BRCA","HALLMARK_HYPOXIA","IER3"
