"Gene","Cancer_type","Pathway","new"
"ATM","BLCA","protein autophosphorylation","ATM BLCA"
"ATM","SKCM","protein autophosphorylation","ATM SKCM"
"ATM","DLBC","protein autophosphorylation","ATM DLBC"
"ATM","OS","protein autophosphorylation","ATM OS"
"ATM","PRAD","protein autophosphorylation","ATM PRAD"
"ATM","COAD","protein autophosphorylation","ATM COAD"
"ATM","CHOL","protein autophosphorylation","ATM CHOL"
"ATM","UCS","protein autophosphorylation","ATM UCS"
"ATM","READ","protein autophosphorylation","ATM READ"
"ATM","OV","protein autophosphorylation","ATM OV"
"ATM","GBM","protein autophosphorylation","ATM GBM"
"ATM","LIHC","protein autophosphorylation","ATM LIHC"
"ATM","PANET","protein autophosphorylation","ATM PANET"
"ATM","SARC","protein autophosphorylation","ATM SARC"
"ATM","PANCAN","protein autophosphorylation","ATM PANCAN"
"ATM","KIRP","protein autophosphorylation","ATM KIRP"
"ATM","BRCA","protein autophosphorylation","ATM BRCA"
"ATM","THCA","protein autophosphorylation","ATM THCA"
"ATM","KIRC","protein autophosphorylation","ATM KIRC"
"ATM","ESCA","protein autophosphorylation","ATM ESCA"
"ATM","MESO","protein autophosphorylation","ATM MESO"
"ATM","CESC","protein autophosphorylation","ATM CESC"
"ATM","HNSC","protein autophosphorylation","ATM HNSC"
"ATM","LUAD","protein autophosphorylation","ATM LUAD"
"ATM","PAAD","protein autophosphorylation","ATM PAAD"
"ATM","UCEC","protein autophosphorylation","ATM UCEC"
"ATM","KICH","protein autophosphorylation","ATM KICH"
"ATM","LAML","protein autophosphorylation","ATM LAML"
"ATM","LUSC","protein autophosphorylation","ATM LUSC"
"ATM","STAD","protein autophosphorylation","ATM STAD"
"ATP2A2","HNSC","autophagosome assembly","ATP2A2 HNSC"
"ATP2A2","LIHC","autophagosome assembly","ATP2A2 LIHC"
"ATP2A2","LUAD","autophagosome assembly","ATP2A2 LUAD"
"ATR","CESC","peptidyl-serine phosphorylation","ATR CESC"
"ATR","MBL","peptidyl-serine phosphorylation","ATR MBL"
"ATR","SKCM","peptidyl-serine phosphorylation","ATR SKCM"
"ATR","SARC","peptidyl-serine phosphorylation","ATR SARC"
"ATR","UCS","peptidyl-serine phosphorylation","ATR UCS"
"ATR","LIHC","peptidyl-serine phosphorylation","ATR LIHC"
"ATR","COAD","peptidyl-serine phosphorylation","ATR COAD"
"ATR","THYM","peptidyl-serine phosphorylation","ATR THYM"
"ATR","KIRP","peptidyl-serine phosphorylation","ATR KIRP"
"ATR","CHOL","peptidyl-serine phosphorylation","ATR CHOL"
"ATR","DLBC","peptidyl-serine phosphorylation","ATR DLBC"
"ATR","KIRC","peptidyl-serine phosphorylation","ATR KIRC"
"ATR","UCEC","peptidyl-serine phosphorylation","ATR UCEC"
"ATR","LUAD","peptidyl-serine phosphorylation","ATR LUAD"
"ATR","LUSC","peptidyl-serine phosphorylation","ATR LUSC"
"ATR","BLCA","peptidyl-serine phosphorylation","ATR BLCA"
"ATR","GBM","peptidyl-serine phosphorylation","ATR GBM"
"ATR","HNSC","peptidyl-serine phosphorylation","ATR HNSC"
"ATR","OS","peptidyl-serine phosphorylation","ATR OS"
"ATR","READ","peptidyl-serine phosphorylation","ATR READ"
"ATR","PANCAN","peptidyl-serine phosphorylation","ATR PANCAN"
"ATR","STAD","peptidyl-serine phosphorylation","ATR STAD"
"ATR","PAAD","peptidyl-serine phosphorylation","ATR PAAD"
"ATR","OV","peptidyl-serine phosphorylation","ATR OV"
"ATR","BRCA","peptidyl-serine phosphorylation","ATR BRCA"
"ATR","ESCA","peptidyl-serine phosphorylation","ATR ESCA"
"ATR","UCES","peptidyl-serine phosphorylation","ATR UCES"
"ATRX","CESC","DNA repair","ATRX CESC"
"ATRX","SARC","DNA repair","ATRX SARC"
"ATRX","UCS","DNA repair","ATRX UCS"
"ATRX","READ","DNA repair","ATRX READ"
"ATRX","GBM","DNA repair","ATRX GBM"
"ATRX","NBL","DNA repair","ATRX NBL"
"ATRX","LUSC","DNA repair","ATRX LUSC"
"ATRX","PANCAN","DNA repair","ATRX PANCAN"
"ATRX","OV","DNA repair","ATRX OV"
"ATRX","LIHC","DNA repair","ATRX LIHC"
"ATRX","HNSC","DNA repair","ATRX HNSC"
"ATRX","PAAD","DNA repair","ATRX PAAD"
"ATRX","COAD","DNA repair","ATRX COAD"
"ATRX","DLBC","DNA repair","ATRX DLBC"
"ATRX","LGG","DNA repair","ATRX LGG"
"ATRX","OS","DNA repair","ATRX OS"
"ATRX","PCPCG","DNA repair","ATRX PCPCG"
"ATRX","STAD","DNA repair","ATRX STAD"
"ATRX","LUAD","DNA repair","ATRX LUAD"
"ATRX","KICH","DNA repair","ATRX KICH"
"ATRX","SKCM","DNA repair","ATRX SKCM"
"ATRX","LAML","DNA repair","ATRX LAML"
"ATRX","KIRC","DNA repair","ATRX KIRC"
"ATRX","BLCA","DNA repair","ATRX BLCA"
"ATRX","UCEC","DNA repair","ATRX UCEC"
"ATRX","ACC","DNA repair","ATRX ACC"
"ATRX","BRCA","DNA repair","ATRX BRCA"
"AURKA","STAD","protein autophosphorylation","AURKA STAD"
"AURKA","BRCA","protein autophosphorylation","AURKA BRCA"
"AURKA","LIHC","protein autophosphorylation","AURKA LIHC"
"AXIN1","MBL","protein polyubiquitination","AXIN1 MBL"
"AXIN1","PRAD","protein polyubiquitination","AXIN1 PRAD"
"AXIN1","UCEC","protein polyubiquitination","AXIN1 UCEC"
"AXIN1","LUSC","protein polyubiquitination","AXIN1 LUSC"
"AXIN1","ESCA","protein polyubiquitination","AXIN1 ESCA"
"AXIN1","COAD","protein polyubiquitination","AXIN1 COAD"
"AXIN1","HNSC","protein polyubiquitination","AXIN1 HNSC"
"AXIN1","SARC","protein polyubiquitination","AXIN1 SARC"
"AXIN1","CHOL","protein polyubiquitination","AXIN1 CHOL"
"AXIN1","PAAD","protein polyubiquitination","AXIN1 PAAD"
"AXIN1","STAD","protein polyubiquitination","AXIN1 STAD"
"AXIN1","LUAD","protein polyubiquitination","AXIN1 LUAD"
"AXIN1","SKCM","protein polyubiquitination","AXIN1 SKCM"
"AXIN1","LIHC","protein polyubiquitination","AXIN1 LIHC"
"AXIN1","BRCA","protein polyubiquitination","AXIN1 BRCA"
"AXIN1","READ","protein polyubiquitination","AXIN1 READ"
"AXIN1","GBM","protein polyubiquitination","AXIN1 GBM"
"AXIN1","PANCAN","protein polyubiquitination","AXIN1 PANCAN"
"AXIN1","KIRP","protein polyubiquitination","AXIN1 KIRP"
"AXIN2","LIHC","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 LIHC"
"AXIN2","ESCA","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 ESCA"
"AXIN2","SARC","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 SARC"
"AXIN2","LUAD","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 LUAD"
"AXIN2","MESO","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 MESO"
"AXIN2","READ","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 READ"
"AXIN2","LUSC","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 LUSC"
"AXIN2","STAD","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 STAD"
"AXIN2","BLCA","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 BLCA"
"AXIN2","COAD","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 COAD"
"AXIN2","COADREAD","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 COADREAD"
"AXIN2","CESC","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 CESC"
"AXIN2","PANCAN","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 PANCAN"
"AXIN2","UCEC","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 UCEC"
"AXIN2","SKCM","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 SKCM"
"AXIN2","CHOL","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 CHOL"
"AXIN2","HNSC","proteasome-mediated ubiquitin-dependent protein catabolic process","AXIN2 HNSC"
"B2M","PANCAN","protein refolding","B2M PANCAN"
"B2M","LUAD","protein refolding","B2M LUAD"
"B2M","CGCI-BLGSP","protein refolding","B2M CGCI-BLGSP"
"B2M","COAD","protein refolding","B2M COAD"
"B2M","CESC","protein refolding","B2M CESC"
"B2M","STAD","protein refolding","B2M STAD"
"B2M","UCEC","protein refolding","B2M UCEC"
"B2M","HNSC","protein refolding","B2M HNSC"
"B2M","DLBC","protein refolding","B2M DLBC"
"B2M","CHOL","protein refolding","B2M CHOL"
"B2M","SKCM","protein refolding","B2M SKCM"
"B2M","READ","protein refolding","B2M READ"
"B2M","COADREAD","protein refolding","B2M COADREAD"
"B2M","LUSC","protein refolding","B2M LUSC"
"BAP1","CHOL","ubiquitin-dependent protein catabolic process","BAP1 CHOL"
"BAP1","STAD","ubiquitin-dependent protein catabolic process","BAP1 STAD"
"BAP1","BLCA","ubiquitin-dependent protein catabolic process","BAP1 BLCA"
"BAP1","SKCM","ubiquitin-dependent protein catabolic process","BAP1 SKCM"
"BAP1","COAD","ubiquitin-dependent protein catabolic process","BAP1 COAD"
"BAP1","MESO","ubiquitin-dependent protein catabolic process","BAP1 MESO"
"BAP1","SARC","ubiquitin-dependent protein catabolic process","BAP1 SARC"
"BAP1","BRCA","ubiquitin-dependent protein catabolic process","BAP1 BRCA"
"BAP1","LUSC","ubiquitin-dependent protein catabolic process","BAP1 LUSC"
"BAP1","KIRC","ubiquitin-dependent protein catabolic process","BAP1 KIRC"
"BAP1","CESC","ubiquitin-dependent protein catabolic process","BAP1 CESC"
"BAP1","PANCAN","ubiquitin-dependent protein catabolic process","BAP1 PANCAN"
"BAP1","LUAD","ubiquitin-dependent protein catabolic process","BAP1 LUAD"
"BAP1","UCEC","ubiquitin-dependent protein catabolic process","BAP1 UCEC"
"BAP1","PAAD","ubiquitin-dependent protein catabolic process","BAP1 PAAD"
"BAP1","KIRP","ubiquitin-dependent protein catabolic process","BAP1 KIRP"
"BAP1","LIHC","ubiquitin-dependent protein catabolic process","BAP1 LIHC"
"BAP1","UVM","ubiquitin-dependent protein catabolic process","BAP1 UVM"
"BARD1","PAAD","DNA repair","BARD1 PAAD"
"BARD1","COAD","DNA repair","BARD1 COAD"
"BARD1","ESCA","DNA repair","BARD1 ESCA"
"BARD1","LUAD","DNA repair","BARD1 LUAD"
"BARD1","UCS","DNA repair","BARD1 UCS"
"BARD1","LIHC","DNA repair","BARD1 LIHC"
"BARD1","PANCAN","DNA repair","BARD1 PANCAN"
"BARD1","READ","DNA repair","BARD1 READ"
"BARD1","CESC","DNA repair","BARD1 CESC"
"BARD1","STAD","DNA repair","BARD1 STAD"
"BARD1","HNSC","DNA repair","BARD1 HNSC"
"BARD1","LUSC","DNA repair","BARD1 LUSC"
"BARD1","BLCA","DNA repair","BARD1 BLCA"
"BARD1","UCEC","DNA repair","BARD1 UCEC"
"BAX","ESCA","glycosphingolipid metabolic process","BAX ESCA"
"BAX","COADREAD","glycosphingolipid metabolic process","BAX COADREAD"
"BAX","CESC","glycosphingolipid metabolic process","BAX CESC"
"BAX","UCEC","glycosphingolipid metabolic process","BAX UCEC"
"BAX","COAD","glycosphingolipid metabolic process","BAX COAD"
"BAX","SKCM","glycosphingolipid metabolic process","BAX SKCM"
"BAX","LIHC","glycosphingolipid metabolic process","BAX LIHC"
"BAZ1A","THYM","DNA-templated DNA replication","BAZ1A THYM"
"BAZ1A","HNSC","DNA-templated DNA replication","BAZ1A HNSC"
"BAZ1A","SKCM","DNA-templated DNA replication","BAZ1A SKCM"
"BAZ1A","DLBC","DNA-templated DNA replication","BAZ1A DLBC"
"BAZ1A","LUAD","DNA-templated DNA replication","BAZ1A LUAD"
"BAZ1A","CESC","DNA-templated DNA replication","BAZ1A CESC"
"BAZ1A","LIHC","DNA-templated DNA replication","BAZ1A LIHC"
"BAZ1A","GBM","DNA-templated DNA replication","BAZ1A GBM"
"BAZ1A","COAD","DNA-templated DNA replication","BAZ1A COAD"
"BAZ1A","STAD","DNA-templated DNA replication","BAZ1A STAD"
"BAZ1A","UCEC","DNA-templated DNA replication","BAZ1A UCEC"
"BAZ1A","LUSC","DNA-templated DNA replication","BAZ1A LUSC"
"BAZ1A","BRCA","DNA-templated DNA replication","BAZ1A BRCA"
"BAZ1A","LAML","DNA-templated DNA replication","BAZ1A LAML"
"BAZ1A","READ","DNA-templated DNA replication","BAZ1A READ"
"BAZ1A","PANCAN","DNA-templated DNA replication","BAZ1A PANCAN"
"BAZ1A","BLCA","DNA-templated DNA replication","BAZ1A BLCA"
"BCL11A","LIHC","protein sumoylation","BCL11A LIHC"
"BCL11A","ESCA","protein sumoylation","BCL11A ESCA"
"BCL11A","BRCA","protein sumoylation","BCL11A BRCA"
"BCL11A","LUAD","protein sumoylation","BCL11A LUAD"
"BCL11A","CESC","protein sumoylation","BCL11A CESC"
"BCL11A","SKCM","protein sumoylation","BCL11A SKCM"
"BCL11A","CLLE","protein sumoylation","BCL11A CLLE"
"BCL11A","GBM","protein sumoylation","BCL11A GBM"
"BCL11A","COAD","protein sumoylation","BCL11A COAD"
"BCL11A","STAD","protein sumoylation","BCL11A STAD"
"BCL11A","SARC","protein sumoylation","BCL11A SARC"
"BCL11A","DLBC","protein sumoylation","BCL11A DLBC"
"BCL11A","THCA","protein sumoylation","BCL11A THCA"
"BCL11A","PRAD","protein sumoylation","BCL11A PRAD"
"BCL11A","READ","protein sumoylation","BCL11A READ"
"BCL11A","PANCAN","protein sumoylation","BCL11A PANCAN"
"BCL11A","BLCA","protein sumoylation","BCL11A BLCA"
"BCL11A","UCEC","protein sumoylation","BCL11A UCEC"
"BCL11A","CGCI-BLGSP","protein sumoylation","BCL11A CGCI-BLGSP"
"BCL11A","UCS","protein sumoylation","BCL11A UCS"
"BCL11A","HNSC","protein sumoylation","BCL11A HNSC"
"BCL11A","PAAD","protein sumoylation","BCL11A PAAD"
"BCL11A","LUSC","protein sumoylation","BCL11A LUSC"
"BCL11B","SKCM","transcription by RNA polymerase II","BCL11B SKCM"
"BCL11B","READ","transcription by RNA polymerase II","BCL11B READ"
"BCL11B","PANCAN","transcription by RNA polymerase II","BCL11B PANCAN"
"BCL11B","UCS","transcription by RNA polymerase II","BCL11B UCS"
"BCL11B","COAD","transcription by RNA polymerase II","BCL11B COAD"
"BCL11B","ESCA","transcription by RNA polymerase II","BCL11B ESCA"
"BCL11B","LUAD","transcription by RNA polymerase II","BCL11B LUAD"
"BCL11B","LIHC","transcription by RNA polymerase II","BCL11B LIHC"
"BCL11B","UCEC","transcription by RNA polymerase II","BCL11B UCEC"
"BCL11B","CHOL","transcription by RNA polymerase II","BCL11B CHOL"
"BCL11B","STAD","transcription by RNA polymerase II","BCL11B STAD"
"BCL11B","SARC","transcription by RNA polymerase II","BCL11B SARC"
"BCL11B","BLCA","transcription by RNA polymerase II","BCL11B BLCA"
"BCL11B","KIRC","transcription by RNA polymerase II","BCL11B KIRC"
"BCL11B","DLBC","transcription by RNA polymerase II","BCL11B DLBC"
"BCL11B","LUSC","transcription by RNA polymerase II","BCL11B LUSC"
"BCL11B","BRCA","transcription by RNA polymerase II","BCL11B BRCA"
"BCL11B","LAML","transcription by RNA polymerase II","BCL11B LAML"
"BCL11B","PAAD","transcription by RNA polymerase II","BCL11B PAAD"
"BCL2","CLLE","melanin metabolic process","BCL2 CLLE"
"BCL2","DLBC","melanin metabolic process","BCL2 DLBC"
"BCL2","LUAD","melanin metabolic process","BCL2 LUAD"
"BCL2","CGCI-BLGSP","melanin metabolic process","BCL2 CGCI-BLGSP"
"BCL2","STAD","melanin metabolic process","BCL2 STAD"
"BCL2","LNM","melanin metabolic process","BCL2 LNM"
"BCL2","UCEC","melanin metabolic process","BCL2 UCEC"
"BCL6","COAD","isotype switching to IgE isotypes","BCL6 COAD"
"BCL6","LUSC","isotype switching to IgE isotypes","BCL6 LUSC"
"BCL6","READ","isotype switching to IgE isotypes","BCL6 READ"
"BCL6","SKCM","isotype switching to IgE isotypes","BCL6 SKCM"
"BCL6","HNSC","isotype switching to IgE isotypes","BCL6 HNSC"
"BCL6","CESC","isotype switching to IgE isotypes","BCL6 CESC"
"BCL6","PAAD","isotype switching to IgE isotypes","BCL6 PAAD"
"BCL6","CGCI-BLGSP","isotype switching to IgE isotypes","BCL6 CGCI-BLGSP"
"BCL6","UCS","isotype switching to IgE isotypes","BCL6 UCS"
"BCL6","UCEC","isotype switching to IgE isotypes","BCL6 UCEC"
"BCL6","THCA","isotype switching to IgE isotypes","BCL6 THCA"
"BCL6","STAD","isotype switching to IgE isotypes","BCL6 STAD"
"BCL6","SARC","isotype switching to IgE isotypes","BCL6 SARC"
"BCL6","LIHC","isotype switching to IgE isotypes","BCL6 LIHC"
"BCL6","DLBC","isotype switching to IgE isotypes","BCL6 DLBC"
"BCL6","PANCAN","isotype switching to IgE isotypes","BCL6 PANCAN"
"BCL6","LUAD","isotype switching to IgE isotypes","BCL6 LUAD"
"BCL9","SKCM","transcription by RNA polymerase II","BCL9 SKCM"
"BCL9","COAD","transcription by RNA polymerase II","BCL9 COAD"
"BCL9","UCEC","transcription by RNA polymerase II","BCL9 UCEC"
"BCL9","LAML","transcription by RNA polymerase II","BCL9 LAML"
"BCL9","BRCA","transcription by RNA polymerase II","BCL9 BRCA"
"BCL9","LIHC","transcription by RNA polymerase II","BCL9 LIHC"
"BCL9","BLCA","transcription by RNA polymerase II","BCL9 BLCA"
"BCL9","MESO","transcription by RNA polymerase II","BCL9 MESO"
"BCL9","ESCA","transcription by RNA polymerase II","BCL9 ESCA"
"BCL9","CESC","transcription by RNA polymerase II","BCL9 CESC"
"BCL9","LUSC","transcription by RNA polymerase II","BCL9 LUSC"
"BCL9","STAD","transcription by RNA polymerase II","BCL9 STAD"
"BCL9","CHOL","transcription by RNA polymerase II","BCL9 CHOL"
"BCL9","OS","transcription by RNA polymerase II","BCL9 OS"
"BCL9","HNSC","transcription by RNA polymerase II","BCL9 HNSC"
"BCL9","SARC","transcription by RNA polymerase II","BCL9 SARC"
"BCL9","LUAD","transcription by RNA polymerase II","BCL9 LUAD"
"BCL9","READ","transcription by RNA polymerase II","BCL9 READ"
"BCL9","PANCAN","transcription by RNA polymerase II","BCL9 PANCAN"
"BCL9L","LIHC","transcription by RNA polymerase II","BCL9L LIHC"
"BCL9L","READ","transcription by RNA polymerase II","BCL9L READ"
"BCL9L","STAD","transcription by RNA polymerase II","BCL9L STAD"
"BCL9L","ESCA","transcription by RNA polymerase II","BCL9L ESCA"
"BCL9L","OV","transcription by RNA polymerase II","BCL9L OV"
"BCL9L","LUSC","transcription by RNA polymerase II","BCL9L LUSC"
"BCL9L","SKCM","transcription by RNA polymerase II","BCL9L SKCM"
"BCL9L","THYM","transcription by RNA polymerase II","BCL9L THYM"
"BCL9L","UCES","transcription by RNA polymerase II","BCL9L UCES"
"BCL9L","KIRC","transcription by RNA polymerase II","BCL9L KIRC"
"BCL9L","COAD","transcription by RNA polymerase II","BCL9L COAD"
"BCL9L","BLCA","transcription by RNA polymerase II","BCL9L BLCA"
"BCL9L","DLBC","transcription by RNA polymerase II","BCL9L DLBC"
"BCL9L","CHOL","transcription by RNA polymerase II","BCL9L CHOL"
"BCL9L","PANCAN","transcription by RNA polymerase II","BCL9L PANCAN"
"BCL9L","UCEC","transcription by RNA polymerase II","BCL9L UCEC"
"BCL9L","KIRP","transcription by RNA polymerase II","BCL9L KIRP"
"BCL9L","HNSC","transcription by RNA polymerase II","BCL9L HNSC"
"BCL9L","LUAD","transcription by RNA polymerase II","BCL9L LUAD"
"BCL9L","CESC","transcription by RNA polymerase II","BCL9L CESC"
"BCR","PANCAN","protein phosphorylation","BCR PANCAN"
"BCR","UCEC","protein phosphorylation","BCR UCEC"
"BCR","BLCA","protein phosphorylation","BCR BLCA"
"BCR","READ","protein phosphorylation","BCR READ"
"BCR","PAAD","protein phosphorylation","BCR PAAD"
"BCR","CGCI-BLGSP","protein phosphorylation","BCR CGCI-BLGSP"
"BCR","KIRP","protein phosphorylation","BCR KIRP"
"BCR","LUSC","protein phosphorylation","BCR LUSC"
"BCR","OS","protein phosphorylation","BCR OS"
"BCR","CESC","protein phosphorylation","BCR CESC"
"BCR","LUAD","protein phosphorylation","BCR LUAD"
"BCR","STAD","protein phosphorylation","BCR STAD"
"BCR","COAD","protein phosphorylation","BCR COAD"
"BCR","DLBC","protein phosphorylation","BCR DLBC"
"BCR","SKCM","protein phosphorylation","BCR SKCM"
"BIRC6","LIHC","protein phosphorylation","BIRC6 LIHC"
"BIRC6","OV","protein phosphorylation","BIRC6 OV"
"BIRC6","BRCA","protein phosphorylation","BIRC6 BRCA"
"BIRC6","SKCM","protein phosphorylation","BIRC6 SKCM"
"BIRC6","COAD","protein phosphorylation","BIRC6 COAD"
"BIRC6","STAD","protein phosphorylation","BIRC6 STAD"
"BIRC6","GBM","protein phosphorylation","BIRC6 GBM"
"BIRC6","KIRP","protein phosphorylation","BIRC6 KIRP"
"BIRC6","UCEC","protein phosphorylation","BIRC6 UCEC"
"BIRC6","UCS","protein phosphorylation","BIRC6 UCS"
"BIRC6","PRAD","protein phosphorylation","BIRC6 PRAD"
"BIRC6","CHOL","protein phosphorylation","BIRC6 CHOL"
"BIRC6","LUSC","protein phosphorylation","BIRC6 LUSC"
"BIRC6","LUAD","protein phosphorylation","BIRC6 LUAD"
"BIRC6","PANCAN","protein phosphorylation","BIRC6 PANCAN"
"BIRC6","READ","protein phosphorylation","BIRC6 READ"
"BIRC6","KICH","protein phosphorylation","BIRC6 KICH"
"BIRC6","PCPCG","protein phosphorylation","BIRC6 PCPCG"
"BIRC6","DLBC","protein phosphorylation","BIRC6 DLBC"
"BIRC6","HNSC","protein phosphorylation","BIRC6 HNSC"
"BIRC6","ESCA","protein phosphorylation","BIRC6 ESCA"
"BIRC6","CESC","protein phosphorylation","BIRC6 CESC"
"BIRC6","CGCI-BLGSP","protein phosphorylation","BIRC6 CGCI-BLGSP"
"BIRC6","LAML","protein phosphorylation","BIRC6 LAML"
