"Gene","Pathway","Cancer_type","new"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","UCS","NCOA2 UCS"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","LGG","NCOA2 LGG"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","THYM","NCOA2 THYM"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","READ","NCOA2 READ"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","PANCAN","NCOA2 PANCAN"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","ESCA","NCOA2 ESCA"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","LUSC","NCOA2 LUSC"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","BLCA","NCOA2 BLCA"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","CESC","NCOA2 CESC"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","KIRP","NCOA2 KIRP"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","PAAD","NCOA2 PAAD"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","UVM","NCOA2 UVM"
"NCOA2","SUMO E3 ligases SUMOylate target proteins","COAD","NCOA2 COAD"
"NCOA3","Regulation of lipid metabolism by PPARalpha","BLCA","NCOA3 BLCA"
"NCOR1","Metabolism","MESO","NCOR1 MESO"
"NCOR1","Metabolism","UCEC","NCOR1 UCEC"
"NCOR1","Metabolism","KIRP","NCOR1 KIRP"
"NCOR1","Metabolism","SARC","NCOR1 SARC"
"NCOR1","Metabolism","HNSC","NCOR1 HNSC"
"NCOR1","Metabolism","PRAD","NCOR1 PRAD"
"NCOR1","Metabolism","COAD","NCOR1 COAD"
"NCOR1","Metabolism","CHOL","NCOR1 CHOL"
"NCOR1","Metabolism","KIRC","NCOR1 KIRC"
"NCOR1","Metabolism","BLCA","NCOR1 BLCA"
"NCOR1","Metabolism","LIHC","NCOR1 LIHC"
"NCOR1","Metabolism","ESCA","NCOR1 ESCA"
"NCOR1","Metabolism","STAD","NCOR1 STAD"
"NCOR1","Metabolism","BRCA","NCOR1 BRCA"
"NCOR1","Metabolism","LAML","NCOR1 LAML"
"NCOR1","Metabolism","CESC","NCOR1 CESC"
"NCOR1","Metabolism","READ","NCOR1 READ"
"NCOR1","Metabolism","PAAD","NCOR1 PAAD"
"NCOR1","Metabolism","GBM","NCOR1 GBM"
"NCOR1","Metabolism","LUAD","NCOR1 LUAD"
"NCOR1","Metabolism","PANCAN","NCOR1 PANCAN"
"NCOR1","Metabolism","SKCM","NCOR1 SKCM"
"NCOR1","Metabolism","LUSC","NCOR1 LUSC"
"NCOR2","SUMOylation of transcription cofactors","CHOL","NCOR2 CHOL"
"NCOR2","SUMOylation of transcription cofactors","HNSC","NCOR2 HNSC"
"NCOR2","SUMOylation of transcription cofactors","PAAD","NCOR2 PAAD"
"NCOR2","SUMOylation of transcription cofactors","SARC","NCOR2 SARC"
"NCOR2","SUMOylation of transcription cofactors","PRAD","NCOR2 PRAD"
"NCOR2","SUMOylation of transcription cofactors","KIRC","NCOR2 KIRC"
"NCOR2","SUMOylation of transcription cofactors","ESCA","NCOR2 ESCA"
"NCOR2","SUMOylation of transcription cofactors","STAD","NCOR2 STAD"
"NCOR2","SUMOylation of transcription cofactors","BLCA","NCOR2 BLCA"
"NCOR2","SUMOylation of transcription cofactors","BRCA","NCOR2 BRCA"
"NCOR2","SUMOylation of transcription cofactors","OV","NCOR2 OV"
"NCOR2","SUMOylation of transcription cofactors","CGCI-BLGSP","NCOR2 CGCI-BLGSP"
"NCOR2","SUMOylation of transcription cofactors","CESC","NCOR2 CESC"
"NCOR2","SUMOylation of transcription cofactors","UCEC","NCOR2 UCEC"
"NCOR2","SUMOylation of transcription cofactors","SKCM","NCOR2 SKCM"
"NCOR2","SUMOylation of transcription cofactors","LUAD","NCOR2 LUAD"
"NCOR2","SUMOylation of transcription cofactors","COAD","NCOR2 COAD"
"NCOR2","SUMOylation of transcription cofactors","LUSC","NCOR2 LUSC"
"NCOR2","SUMOylation of transcription cofactors","LIHC","NCOR2 LIHC"
"NCOR2","SUMOylation of transcription cofactors","PANCAN","NCOR2 PANCAN"
"NCOR2","SUMOylation of transcription cofactors","UCS","NCOR2 UCS"
"NCOR2","SUMOylation of transcription cofactors","READ","NCOR2 READ"
"NFE2L2","Metabolism of proteins","READ","NFE2L2 READ"
"NFE2L2","Metabolism of proteins","KIRC","NFE2L2 KIRC"
"NFE2L2","Metabolism of proteins","LUAD","NFE2L2 LUAD"
"NFE2L2","Metabolism of proteins","KIRP","NFE2L2 KIRP"
"NFE2L2","Metabolism of proteins","LIHC","NFE2L2 LIHC"
"NFE2L2","Metabolism of proteins","HNSC","NFE2L2 HNSC"
"NFE2L2","Metabolism of proteins","STAD","NFE2L2 STAD"
"NFE2L2","Metabolism of proteins","UCEC","NFE2L2 UCEC"
"NFE2L2","Metabolism of proteins","CHOL","NFE2L2 CHOL"
"NFE2L2","Metabolism of proteins","LAML","NFE2L2 LAML"
"NFE2L2","Metabolism of proteins","CESC","NFE2L2 CESC"
"NFE2L2","Metabolism of proteins","BLCA","NFE2L2 BLCA"
"NFE2L2","Metabolism of proteins","ESCA","NFE2L2 ESCA"
"NFE2L2","Metabolism of proteins","COAD","NFE2L2 COAD"
"NFE2L2","Metabolism of proteins","PANCAN","NFE2L2 PANCAN"
"NFE2L2","Metabolism of proteins","LUSC","NFE2L2 LUSC"
"NFE2L2","Metabolism of proteins","UVM","NFE2L2 UVM"
"NFKB2","SUMO E3 ligases SUMOylate target proteins","DLBC","NFKB2 DLBC"
"NFKB2","SUMO E3 ligases SUMOylate target proteins","READ","NFKB2 READ"
"NFKB2","SUMO E3 ligases SUMOylate target proteins","STAD","NFKB2 STAD"
"NFKB2","SUMO E3 ligases SUMOylate target proteins","COAD","NFKB2 COAD"
"NFKB2","SUMO E3 ligases SUMOylate target proteins","UCEC","NFKB2 UCEC"
"NFKB2","SUMO E3 ligases SUMOylate target proteins","LUSC","NFKB2 LUSC"
"NFKB2","SUMO E3 ligases SUMOylate target proteins","PANCAN","NFKB2 PANCAN"
"NFKB2","SUMO E3 ligases SUMOylate target proteins","KIRP","NFKB2 KIRP"
"NFKB2","SUMO E3 ligases SUMOylate target proteins","LUAD","NFKB2 LUAD"
"NFKB2","SUMO E3 ligases SUMOylate target proteins","BLCA","NFKB2 BLCA"
"NFKB2","SUMO E3 ligases SUMOylate target proteins","SKCM","NFKB2 SKCM"
"NFKBIA","Metabolism of proteins","UCEC","NFKBIA UCEC"
"NOP58","Post-translational protein modification","UCEC","NOP58 UCEC"
"NPM1","Metabolism of proteins","UCEC","NPM1 UCEC"
"NPM1","Metabolism of proteins","LUAD","NPM1 LUAD"
"NPM1","Metabolism of proteins","LAML","NPM1 LAML"
"NPM1","Metabolism of proteins","SKCM","NPM1 SKCM"
"NPM1","Metabolism of proteins","SARC","NPM1 SARC"
"NPM1","Metabolism of proteins","UCS","NPM1 UCS"
"NR3C1","SUMO E3 ligases SUMOylate target proteins","BLCA","NR3C1 BLCA"
"NR4A2","SUMOylation","ESCA","NR4A2 ESCA"
"NT5C2","Metabolism","COAD","NT5C2 COAD"
"NT5C2","Metabolism","UCEC","NT5C2 UCEC"
"NT5C2","Metabolism","STAD","NT5C2 STAD"
"NT5C2","Metabolism","LUSC","NT5C2 LUSC"
"NT5C2","Metabolism","READ","NT5C2 READ"
"NT5C2","Metabolism","CESC","NT5C2 CESC"
"NT5C2","Metabolism","GBM","NT5C2 GBM"
"NUP133","SUMOylation","UCEC","NUP133 UCEC"
"NUP214","SUMOylation of chromatin organization proteins","DLBC","NUP214 DLBC"
"NUP214","SUMOylation of chromatin organization proteins","HNSC","NUP214 HNSC"
"NUP214","SUMOylation of chromatin organization proteins","CESC","NUP214 CESC"
"NUP214","SUMOylation of chromatin organization proteins","LAML","NUP214 LAML"
"NUP214","SUMOylation of chromatin organization proteins","PANCAN","NUP214 PANCAN"
"NUP214","SUMOylation of chromatin organization proteins","LIHC","NUP214 LIHC"
"NUP214","SUMOylation of chromatin organization proteins","KIRP","NUP214 KIRP"
"NUP214","SUMOylation of chromatin organization proteins","BLCA","NUP214 BLCA"
"NUP214","SUMOylation of chromatin organization proteins","STAD","NUP214 STAD"
"NUP214","SUMOylation of chromatin organization proteins","UCEC","NUP214 UCEC"
"NUP214","SUMOylation of chromatin organization proteins","LUSC","NUP214 LUSC"
"NUP214","SUMOylation of chromatin organization proteins","OV","NUP214 OV"
"NUP214","SUMOylation of chromatin organization proteins","SKCM","NUP214 SKCM"
"NUP214","SUMOylation of chromatin organization proteins","LUAD","NUP214 LUAD"
"NUP214","SUMOylation of chromatin organization proteins","READ","NUP214 READ"
"NUP214","SUMOylation of chromatin organization proteins","COAD","NUP214 COAD"
"NUP214","SUMOylation of chromatin organization proteins","SARC","NUP214 SARC"
"NUP93","SUMOylation of ubiquitinylation proteins","UCEC","NUP93 UCEC"
"NUP93","SUMOylation of ubiquitinylation proteins","HNSC","NUP93 HNSC"
"NUP98","SUMOylation of ubiquitinylation proteins","CHOL","NUP98 CHOL"
"NUP98","SUMOylation of ubiquitinylation proteins","BRCA","NUP98 BRCA"
"NUP98","SUMOylation of ubiquitinylation proteins","SKCM","NUP98 SKCM"
"NUP98","SUMOylation of ubiquitinylation proteins","CESC","NUP98 CESC"
"NUP98","SUMOylation of ubiquitinylation proteins","PAAD","NUP98 PAAD"
"NUP98","SUMOylation of ubiquitinylation proteins","DLBC","NUP98 DLBC"
"NUP98","SUMOylation of ubiquitinylation proteins","BLCA","NUP98 BLCA"
"NUP98","SUMOylation of ubiquitinylation proteins","UCS","NUP98 UCS"
"NUP98","SUMOylation of ubiquitinylation proteins","LUAD","NUP98 LUAD"
"NUP98","SUMOylation of ubiquitinylation proteins","OV","NUP98 OV"
"NUP98","SUMOylation of ubiquitinylation proteins","KIRC","NUP98 KIRC"
"NUP98","SUMOylation of ubiquitinylation proteins","ESCA","NUP98 ESCA"
"NUP98","SUMOylation of ubiquitinylation proteins","COAD","NUP98 COAD"
"NUP98","SUMOylation of ubiquitinylation proteins","PANCAN","NUP98 PANCAN"
"NUP98","SUMOylation of ubiquitinylation proteins","LUSC","NUP98 LUSC"
"NUP98","SUMOylation of ubiquitinylation proteins","READ","NUP98 READ"
"NUP98","SUMOylation of ubiquitinylation proteins","LIHC","NUP98 LIHC"
"NUP98","SUMOylation of ubiquitinylation proteins","STAD","NUP98 STAD"
"NUP98","SUMOylation of ubiquitinylation proteins","SARC","NUP98 SARC"
"NUP98","SUMOylation of ubiquitinylation proteins","UCEC","NUP98 UCEC"
"OMD","Metabolism of carbohydrates","UCEC","OMD UCEC"
"OMD","Metabolism of carbohydrates","STAD","OMD STAD"
"OMD","Metabolism of carbohydrates","LUSC","OMD LUSC"
"OMD","Metabolism of carbohydrates","READ","OMD READ"
"OMD","Metabolism of carbohydrates","COAD","OMD COAD"
"OTUD7A","Post-translational protein modification","HNSC","OTUD7A HNSC"
"PABPC1","L13a-mediated translational silencing of Ceruloplasmin expression","DLBC","PABPC1 DLBC"
"PABPC1","L13a-mediated translational silencing of Ceruloplasmin expression","CGCI-BLGSP","PABPC1 CGCI-BLGSP"
"PABPC1","L13a-mediated translational silencing of Ceruloplasmin expression","BLCA","PABPC1 BLCA"
"PABPC1","L13a-mediated translational silencing of Ceruloplasmin expression","UCS","PABPC1 UCS"
"PABPC1","L13a-mediated translational silencing of Ceruloplasmin expression","ESCA","PABPC1 ESCA"
"PABPC1","L13a-mediated translational silencing of Ceruloplasmin expression","CESC","PABPC1 CESC"
"PABPC1","L13a-mediated translational silencing of Ceruloplasmin expression","LUSC","PABPC1 LUSC"
"PABPC1","L13a-mediated translational silencing of Ceruloplasmin expression","UCEC","PABPC1 UCEC"
"PABPC1","L13a-mediated translational silencing of Ceruloplasmin expression","OS","PABPC1 OS"
"PABPC1","L13a-mediated translational silencing of Ceruloplasmin expression","SKCM","PABPC1 SKCM"
"PABPC1","L13a-mediated translational silencing of Ceruloplasmin expression","LIHC","PABPC1 LIHC"
"PABPC1","L13a-mediated translational silencing of Ceruloplasmin expression","COAD","PABPC1 COAD"
"PALB2","Metabolism of proteins","OV","PALB2 OV"
"PALB2","Metabolism of proteins","COAD","PALB2 COAD"
"PALB2","Metabolism of proteins","KIRP","PALB2 KIRP"
"PALB2","Metabolism of proteins","BRCA","PALB2 BRCA"
"PALB2","Metabolism of proteins","CESC","PALB2 CESC"
"PALB2","Metabolism of proteins","UCEC","PALB2 UCEC"
"PALB2","Metabolism of proteins","LAML","PALB2 LAML"
"PALB2","Metabolism of proteins","BLCA","PALB2 BLCA"
"PALB2","Metabolism of proteins","LUSC","PALB2 LUSC"
"PALB2","Metabolism of proteins","STAD","PALB2 STAD"
"PALB2","Metabolism of proteins","SARC","PALB2 SARC"
"PALB2","Metabolism of proteins","DLBC","PALB2 DLBC"
"PALB2","Metabolism of proteins","HNSC","PALB2 HNSC"
"PALB2","Metabolism of proteins","PANCAN","PALB2 PANCAN"
"PALB2","Metabolism of proteins","SKCM","PALB2 SKCM"
"PALB2","Metabolism of proteins","KIRC","PALB2 KIRC"
"PALB2","Metabolism of proteins","LUAD","PALB2 LUAD"
"PALB2","Metabolism of proteins","READ","PALB2 READ"
"PFAS","Metabolism of nucleotides","HNSC","PFAS HNSC"
"PI4KA","Synthesis of PIPs at the ER membrane","BRCA","PI4KA BRCA"
"PIK3C2A","Synthesis of PIPs at the early endosome membrane","COAD","PIK3C2A COAD"
"PIK3C2A","Synthesis of PIPs at the early endosome membrane","HNSC","PIK3C2A HNSC"
"PIK3CA","Metabolism of lipids","GBM","PIK3CA GBM"
"PIK3CA","Metabolism of lipids","READ","PIK3CA READ"
"PIK3CA","Metabolism of lipids","CESC","PIK3CA CESC"
"PIK3CA","Metabolism of lipids","PRAD","PIK3CA PRAD"
"PIK3CA","Metabolism of lipids","LUAD","PIK3CA LUAD"
"PIK3CA","Metabolism of lipids","LUSC","PIK3CA LUSC"
"PIK3CA","Metabolism of lipids","OV","PIK3CA OV"
"PIK3CA","Metabolism of lipids","ESCA","PIK3CA ESCA"
"PIK3CA","Metabolism of lipids","UCS","PIK3CA UCS"
"PIK3CA","Metabolism of lipids","PAAD","PIK3CA PAAD"
"PIK3CA","Metabolism of lipids","UCEC","PIK3CA UCEC"
"PIK3CA","Metabolism of lipids","HNSC","PIK3CA HNSC"
"PIK3CA","Metabolism of lipids","SARC","PIK3CA SARC"
"PIK3CA","Metabolism of lipids","KIRC","PIK3CA KIRC"
"PIK3CA","Metabolism of lipids","MESO","PIK3CA MESO"
"PIK3CA","Metabolism of lipids","STAD","PIK3CA STAD"
"PIK3CA","Metabolism of lipids","CHOL","PIK3CA CHOL"
"PIK3CA","Metabolism of lipids","BRCA","PIK3CA BRCA"
"PIK3CA","Metabolism of lipids","LGG","PIK3CA LGG"
"PIK3CA","Metabolism of lipids","PANCAN","PIK3CA PANCAN"
"PIK3CA","Metabolism of lipids","BLCA","PIK3CA BLCA"
"PIK3CA","Metabolism of lipids","KIRP","PIK3CA KIRP"
"PIK3CA","Metabolism of lipids","COAD","PIK3CA COAD"
"PIK3CA","Metabolism of lipids","EPM","PIK3CA EPM"
"PIK3CA","Metabolism of lipids","SKCM","PIK3CA SKCM"
"PIK3CA","Metabolism of lipids","NBL","PIK3CA NBL"
"PIK3CA","Metabolism of lipids","LIHC","PIK3CA LIHC"
"PIK3CA","Metabolism of lipids","DLBC","PIK3CA DLBC"
"PIK3CB","Metabolism","ESCA","PIK3CB ESCA"
"PIK3CB","Metabolism","READ","PIK3CB READ"
"PIK3CB","Metabolism","SKCM","PIK3CB SKCM"
"PIK3CB","Metabolism","STAD","PIK3CB STAD"
"PIK3CB","Metabolism","SARC","PIK3CB SARC"
"PIK3CB","Metabolism","LUSC","PIK3CB LUSC"
"PIK3CB","Metabolism","BRCA","PIK3CB BRCA"
"PIK3CB","Metabolism","COAD","PIK3CB COAD"
"PIK3CB","Metabolism","GBM","PIK3CB GBM"
"PIK3CB","Metabolism","LUAD","PIK3CB LUAD"
"PIK3CB","Metabolism","PANCAN","PIK3CB PANCAN"
"PIK3CB","Metabolism","CESC","PIK3CB CESC"
"PIK3CB","Metabolism","HNSC","PIK3CB HNSC"
"PIK3CB","Metabolism","LAML","PIK3CB LAML"
"PIK3CB","Metabolism","BLCA","PIK3CB BLCA"
"PIK3CB","Metabolism","CHOL","PIK3CB CHOL"
"PIK3CB","Metabolism","UCEC","PIK3CB UCEC"
"PIK3CB","Metabolism","OV","PIK3CB OV"
"PIK3R1","PI Metabolism","COAD","PIK3R1 COAD"
"PIK3R1","PI Metabolism","HNSC","PIK3R1 HNSC"
"PIK3R1","PI Metabolism","GBM","PIK3R1 GBM"
"PIK3R1","PI Metabolism","THYM","PIK3R1 THYM"
"PIK3R1","PI Metabolism","CESC","PIK3R1 CESC"
"PIK3R1","PI Metabolism","ESCA","PIK3R1 ESCA"
"PIK3R1","PI Metabolism","LGG","PIK3R1 LGG"
"PIK3R1","PI Metabolism","PANCAN","PIK3R1 PANCAN"
"PIK3R1","PI Metabolism","UCS","PIK3R1 UCS"
"PIK3R1","PI Metabolism","LUSC","PIK3R1 LUSC"
"PIK3R1","PI Metabolism","LAML","PIK3R1 LAML"
"PIK3R1","PI Metabolism","BRCA","PIK3R1 BRCA"
"PIK3R1","PI Metabolism","READ","PIK3R1 READ"
"PIK3R1","PI Metabolism","SKCM","PIK3R1 SKCM"
"PIK3R1","PI Metabolism","UCEC","PIK3R1 UCEC"
"PIK3R1","PI Metabolism","STAD","PIK3R1 STAD"
"PIK3R1","PI Metabolism","CHOL","PIK3R1 CHOL"
"PIK3R1","PI Metabolism","KIRP","PIK3R1 KIRP"
"PIK3R1","PI Metabolism","LUAD","PIK3R1 LUAD"
"PIK3R1","PI Metabolism","LIHC","PIK3R1 LIHC"
"PIK3R1","PI Metabolism","BLCA","PIK3R1 BLCA"
"PIK3R4","Metabolism","UCEC","PIK3R4 UCEC"
"PIK3R5","Metabolism of lipids","HNSC","PIK3R5 HNSC"
"PLA2R1","Acyl chain remodelling of PG","LIHC","PLA2R1 LIHC"
"PLCB4","Inositol phosphate metabolism","PRAD","PLCB4 PRAD"
"PLCB4","Inositol phosphate metabolism","LIHC","PLCB4 LIHC"
"PLCB4","Inositol phosphate metabolism","HNSC","PLCB4 HNSC"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","KICH","PLCG1 KICH"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","SARC","PLCG1 SARC"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","HNSC","PLCG1 HNSC"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","READ","PLCG1 READ"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","LUAD","PLCG1 LUAD"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","BLCA","PLCG1 BLCA"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","PANCAN","PLCG1 PANCAN"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","LIHC","PLCG1 LIHC"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","THYM","PLCG1 THYM"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","COAD","PLCG1 COAD"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","UCEC","PLCG1 UCEC"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","GBM","PLCG1 GBM"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","BRCA","PLCG1 BRCA"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","STAD","PLCG1 STAD"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","OS","PLCG1 OS"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","LUSC","PLCG1 LUSC"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","COADREAD","PLCG1 COADREAD"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","ESCA","PLCG1 ESCA"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","DLBC","PLCG1 DLBC"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","UCS","PLCG1 UCS"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","SKCM","PLCG1 SKCM"
"PLCG1","Synthesis of IP3 and IP4 in the cytosol","CESC","PLCG1 CESC"
"PLCG2","Synthesis of IP3 and IP4 in the cytosol","BLCA","PLCG2 BLCA"
"PLCG2","Synthesis of IP3 and IP4 in the cytosol","LUAD","PLCG2 LUAD"
"PLCG2","Synthesis of IP3 and IP4 in the cytosol","HNSC","PLCG2 HNSC"
"PLCG2","Synthesis of IP3 and IP4 in the cytosol","LIHC","PLCG2 LIHC"
"PML","Post-translational protein modification","GBM","PML GBM"
"PML","Post-translational protein modification","KIRP","PML KIRP"
"PML","Post-translational protein modification","BLCA","PML BLCA"
"PML","Post-translational protein modification","UCEC","PML UCEC"
"PML","Post-translational protein modification","READ","PML READ"
"PML","Post-translational protein modification","ESCA","PML ESCA"
"PML","Post-translational protein modification","COAD","PML COAD"
"PML","Post-translational protein modification","LUAD","PML LUAD"
"PML","Post-translational protein modification","SARC","PML SARC"
"PML","Post-translational protein modification","PANCAN","PML PANCAN"
"PML","Post-translational protein modification","LIHC","PML LIHC"
"PML","Post-translational protein modification","STAD","PML STAD"
"PML","Post-translational protein modification","HNSC","PML HNSC"
"PML","Post-translational protein modification","CESC","PML CESC"
"PML","Post-translational protein modification","UCS","PML UCS"
"PML","Post-translational protein modification","SKCM","PML SKCM"
"PML","Post-translational protein modification","KICH","PML KICH"
"POLD1","Metabolism","CESC","POLD1 CESC"
"POLD1","Metabolism","LUAD","POLD1 LUAD"
"POLD1","Metabolism","UCEC","POLD1 UCEC"
"POLD1","Metabolism","ESCA","POLD1 ESCA"
"POLD1","Metabolism","KIRP","POLD1 KIRP"
"POLD1","Metabolism","LIHC","POLD1 LIHC"
"POLD1","Metabolism","STAD","POLD1 STAD"
"POLD1","Metabolism","KIRC","POLD1 KIRC"
"POLD1","Metabolism","UVM","POLD1 UVM"
"POLD1","Metabolism","OS","POLD1 OS"
"POLD1","Metabolism","COAD","POLD1 COAD"
"POLD1","Metabolism","BLCA","POLD1 BLCA"
"POLD1","Metabolism","LUSC","POLD1 LUSC"
"POLD1","Metabolism","SKCM","POLD1 SKCM"
"POLD1","Metabolism","DLBC","POLD1 DLBC"
"POLD1","Metabolism","READ","POLD1 READ"
"POLD1","Metabolism","PANCAN","POLD1 PANCAN"
"PPARG","Post-translational protein modification","ESCA","PPARG ESCA"
"PPARG","Post-translational protein modification","COAD","PPARG COAD"
"PPARG","Post-translational protein modification","CESC","PPARG CESC"
"PPARG","Post-translational protein modification","UCEC","PPARG UCEC"
"PPARG","Post-translational protein modification","BRCA","PPARG BRCA"
"PPARG","Post-translational protein modification","STAD","PPARG STAD"
"PPARG","Post-translational protein modification","HNSC","PPARG HNSC"
"PPARG","Post-translational protein modification","THCA","PPARG THCA"
"PPARG","Post-translational protein modification","SKCM","PPARG SKCM"
"PPARG","Post-translational protein modification","LUSC","PPARG LUSC"
"PPARG","Post-translational protein modification","BLCA","PPARG BLCA"
"PPARG","Post-translational protein modification","DLBC","PPARG DLBC"
"PPARG","Post-translational protein modification","OS","PPARG OS"
"PPARG","Post-translational protein modification","PRAD","PPARG PRAD"
"PPARG","Post-translational protein modification","PANCAN","PPARG PANCAN"
"PPARG","Post-translational protein modification","LUAD","PPARG LUAD"
"PPARG","Post-translational protein modification","PAAD","PPARG PAAD"
"PPP2R1A","Integration of energy metabolism","HNSC","PPP2R1A HNSC"
"PPP2R1A","Integration of energy metabolism","STAD","PPP2R1A STAD"
"PPP2R1A","Integration of energy metabolism","UVM","PPP2R1A UVM"
"PPP2R1A","Integration of energy metabolism","BLCA","PPP2R1A BLCA"
"PPP2R1A","Integration of energy metabolism","LUAD","PPP2R1A LUAD"
"PPP2R1A","Integration of energy metabolism","UCEC","PPP2R1A UCEC"
"PPP2R1A","Integration of energy metabolism","CESC","PPP2R1A CESC"
"PPP2R1A","Integration of energy metabolism","READ","PPP2R1A READ"
"PPP2R1A","Integration of energy metabolism","OV","PPP2R1A OV"
"PPP2R1A","Integration of energy metabolism","THYM","PPP2R1A THYM"
"PPP2R1A","Integration of energy metabolism","COAD","PPP2R1A COAD"
"PPP2R1A","Integration of energy metabolism","PAAD","PPP2R1A PAAD"
"PPP2R1A","Integration of energy metabolism","SKCM","PPP2R1A SKCM"
"PPP2R1A","Integration of energy metabolism","ESCA","PPP2R1A ESCA"
"PPP2R1A","Integration of energy metabolism","LUSC","PPP2R1A LUSC"
"PPP2R1A","Integration of energy metabolism","UCS","PPP2R1A UCS"
"PPP2R1A","Integration of energy metabolism","PANCAN","PPP2R1A PANCAN"
"PPP6C","ER to Golgi Anterograde Transport","READ","PPP6C READ"
"PPP6C","ER to Golgi Anterograde Transport","COAD","PPP6C COAD"
"PPP6C","ER to Golgi Anterograde Transport","LUSC","PPP6C LUSC"
"PPP6C","ER to Golgi Anterograde Transport","SKCM","PPP6C SKCM"
"PPP6C","ER to Golgi Anterograde Transport","SARC","PPP6C SARC"
"PPP6C","ER to Golgi Anterograde Transport","UCEC","PPP6C UCEC"
"PPP6C","ER to Golgi Anterograde Transport","CHOL","PPP6C CHOL"
"PPP6C","ER to Golgi Anterograde Transport","KICH","PPP6C KICH"
"PPP6C","ER to Golgi Anterograde Transport","STAD","PPP6C STAD"
"PRKAB2","Carnitine metabolism","COAD","PRKAB2 COAD"
"PRKACA","Integration of energy metabolism","ESCA","PRKACA ESCA"
"PRKACA","Integration of energy metabolism","CESC","PRKACA CESC"
"PRKACA","Integration of energy metabolism","UCEC","PRKACA UCEC"
"PRKACA","Integration of energy metabolism","DLBC","PRKACA DLBC"
"PRKACA","Integration of energy metabolism","BLCA","PRKACA BLCA"
"PRKACA","Integration of energy metabolism","PANCAN","PRKACA PANCAN"
"PRKACA","Integration of energy metabolism","SKCM","PRKACA SKCM"
"PRKACA","Integration of energy metabolism","LIHC","PRKACA LIHC"
"PRKACA","Integration of energy metabolism","STAD","PRKACA STAD"
"PRKAR1A","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","SKCM","PRKAR1A SKCM"
"PRKAR1A","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","READ","PRKAR1A READ"
"PRKAR1A","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","UCS","PRKAR1A UCS"
"PRKAR1A","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","OS","PRKAR1A OS"
"PRKAR1A","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","COAD","PRKAR1A COAD"
"PRKAR1A","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","UCEC","PRKAR1A UCEC"
"PRKAR1A","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","BLCA","PRKAR1A BLCA"
"PRKAR1A","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","STAD","PRKAR1A STAD"
"PRKCA","Metabolism","THCA","PRKCA THCA"
"PRKD1","Metabolism","HNSC","PRKD1 HNSC"
"PRKD1","Metabolism","LUAD","PRKD1 LUAD"
"PSMD10","Deubiquitination","PRAD","PSMD10 PRAD"
"PTEN","Post-translational protein modification","KICH","PTEN KICH"
"PTEN","Post-translational protein modification","BLCA","PTEN BLCA"
"PTEN","Post-translational protein modification","UCS","PTEN UCS"
"PTEN","Post-translational protein modification","GBM","PTEN GBM"
"PTEN","Post-translational protein modification","SARC","PTEN SARC"
"PTEN","Post-translational protein modification","SKCM","PTEN SKCM"
"PTEN","Post-translational protein modification","HNSC","PTEN HNSC"
"PTEN","Post-translational protein modification","PRAD","PTEN PRAD"
"PTEN","Post-translational protein modification","DLBC","PTEN DLBC"
