"","CancerType","Pathway","Gene"
"469","PANCAN","Oxidative phosphorylation","ATP5MC3"
"470","KIRP","Oxidative phosphorylation","ATP6V0A1"
"471","NSCLC","Oxidative phosphorylation","COX3"
"472","NSCLC","Oxidative phosphorylation","COX1"
"473","NSCLC","Oxidative phosphorylation","COX2"
"474","NSCLC","Oxidative phosphorylation","COX4I2"
"475","LAML","Oxidative phosphorylation","PPA1"
"476","LAML","Oxidative phosphorylation","LHPP"
"477","PANCAN","Oxidative phosphorylation","ATP5F1C"
"478","PANCAN","Oxidative phosphorylation","ATP5F1D"
"479","CHOL","Oxidative phosphorylation","COX6A2"
"480","VULVA","Oxidative phosphorylation","NDUFS7"
"481","PANCAN","Oxidative phosphorylation","ATP5MC2"
"482","NBL","Oxidative phosphorylation","ATP6V1G3"
"483","MBL","Oxidative phosphorylation","NDUFB2"
"484","PANCAN","Oxidative phosphorylation","ATP5PD"
"485","PANCAN","Oxidative phosphorylation","ATP5MG"
"486","CESC","Oxidative phosphorylation","NDUFS1"
"487","KIRP","Oxidative phosphorylation","ATP6V1E1"
"488","CGCI-BLGSP","Oxidative phosphorylation","COX1"
"489","PANCAN","Oxidative phosphorylation","ATP8"
"490","ANSC","Oxidative phosphorylation","ATP6V1C1"
"491","ANSC","Oxidative phosphorylation","ATP6V1D"
"492","DLBC","Oxidative phosphorylation","ATP6V1B1"
"493","MBL","Oxidative phosphorylation","SDHB"
"494","CLLSLL","Oxidative phosphorylation","NDUFS1"
"495","LAML","Oxidative phosphorylation","ATP6V0E2"
"496","PANCAN","Oxidative phosphorylation","ATP5MC1"
"497","NBL","Oxidative phosphorylation","ATP6V1G2"
"498","NBL","Oxidative phosphorylation","ATP6V1H"
"499","ANSC","Oxidative phosphorylation","TCIRG1"
"500","KIRP","Oxidative phosphorylation","ATP6V0E1"
"501","CLLSLL","Oxidative phosphorylation","ND1"
"502","KIRP","Oxidative phosphorylation","ATP6V0D2"
"503","NBL","Oxidative phosphorylation","ATP6V0A1"
"504","NBL","Oxidative phosphorylation","ATP6V0C"
"505","CLLSLL","Oxidative phosphorylation","ND4"
"506","CHOL","Oxidative phosphorylation","COX6A1"
"507","DLBC","Oxidative phosphorylation","ATP6V1C2"
"508","PANCAN","Oxidative phosphorylation","ATP5PB"
"509","CESC","Oxidative phosphorylation","NDUFS8"
"510","KIRP","Oxidative phosphorylation","UQCRFS1"
"511","BRCA","Oxidative phosphorylation","NDUFB1"
"512","BRCA","Oxidative phosphorylation","NDUFB2"
"513","BRCA","Oxidative phosphorylation","NDUFB3"
"514","BRCA","Oxidative phosphorylation","NDUFB4"
"515","NBL","Oxidative phosphorylation","PPA2"
"516","NSCLC","Oxidative phosphorylation","COX5A"
"517","NSCLC","Oxidative phosphorylation","COX5B"
"518","NSCLC","Oxidative phosphorylation","COX6A1"
"519","NSCLC","Oxidative phosphorylation","COX6A2"
"520","CHOL","Oxidative phosphorylation","COX6B1"
"521","MBL","Oxidative phosphorylation","NDUFB3"
"522","NBL","Oxidative phosphorylation","ATP6V0E1"
"523","BRCA","Oxidative phosphorylation","NDUFS2"
"524","CESC","Oxidative phosphorylation","ND4"
"525","PANCAN","Oxidative phosphorylation","ATP5ME"
"526","PANCAN","Oxidative phosphorylation","ATP5MF"
"527","CGCI-BLGSP","Oxidative phosphorylation","COX3"
"528","LNM","Oxidative phosphorylation","UQCR11"
"529","KIRP","Oxidative phosphorylation","ATP6V1FP2"
"530","PANCAN","Oxidative phosphorylation","ATP6V1A"
"531","PANCAN","Oxidative phosphorylation","ATP6V1B1"
"532","ANSC","Oxidative phosphorylation","ATP6V1E2"
"533","DLBC","Oxidative phosphorylation","ATP6V1B2"
"534","BRCA","Oxidative phosphorylation","COX11"
"535","MBL","Oxidative phosphorylation","SDHC"
"536","CHOL","Oxidative phosphorylation","UQCRC2"
"537","CESC","Oxidative phosphorylation","NDUFV1"
"538","CESC","Oxidative phosphorylation","NDUFV2"
"539","ANSC","Oxidative phosphorylation","ATP6V1G3"
"540","ANSC","Oxidative phosphorylation","ATP6V1G2"
"541","KIRP","Oxidative phosphorylation","ATP6V0D1"
"542","NBL","Oxidative phosphorylation","ATP6V0A4"
"543","LAML","Oxidative phosphorylation","ATP6V0C"
"544","LAML","Oxidative phosphorylation","ATP6V0B"
"545","NBL","Oxidative phosphorylation","ATP6V0B"
"546","CLLSLL","Oxidative phosphorylation","ND4L"
"547","CLLSLL","Oxidative phosphorylation","ND6"
"548","LAML","Oxidative phosphorylation","ATP6AP1"
"549","KIRP","Oxidative phosphorylation","SDHD"
"550","BRCA","Oxidative phosphorylation","COX6A2"
"551","BRCA","Oxidative phosphorylation","COX6B1"
"552","BRCA","Oxidative phosphorylation","COX6B2"
"553","BRCA","Oxidative phosphorylation","COX6C"
"554","BRCA","Oxidative phosphorylation","COX7A1"
"555","BRCA","Oxidative phosphorylation","COX7A2"
"556","BRCA","Oxidative phosphorylation","COX7A2L"
"557","BRCA","Oxidative phosphorylation","COX7B"
"558","BRCA","Oxidative phosphorylation","COX7B2"
"559","BRCA","Oxidative phosphorylation","COX7C"
"560","CHOL","Oxidative phosphorylation","COX7B"
"561","CHOL","Oxidative phosphorylation","COX7B2"
"562","BRCA","Oxidative phosphorylation","COX15"
"563","BRCA","Oxidative phosphorylation","COX17"
"564","BRCA","Oxidative phosphorylation","NDUFS3"
"565","CESC","Oxidative phosphorylation","ND4L"
"566","CESC","Oxidative phosphorylation","ND5"
"567","CESC","Oxidative phosphorylation","ND6"
"568","BRCA","Oxidative phosphorylation","NDUFS7"
"569","CGCI-BLGSP","Oxidative phosphorylation","COX2"
"570","KIRP","Oxidative phosphorylation","ATP6V1G1"
"571","KIRP","Oxidative phosphorylation","ATP6V1G3"
"572","PANCAN","Oxidative phosphorylation","ATP6V1B2"
"573","ANSC","Oxidative phosphorylation","ATP6V1E1"
"574","PANCAN","Oxidative phosphorylation","ATP6V1C1"
"575","ANSC","Oxidative phosphorylation","ATP6V1F"
"576","LAML","Oxidative phosphorylation","ATP6V1F"
"577","CHOL","Oxidative phosphorylation","UQCRH"
"578","CHOL","Oxidative phosphorylation","UQCRHL"
"579","NBL","Oxidative phosphorylation","TCIRG1"
"580","KIRP","Oxidative phosphorylation","ATP6V0B"
"581","NBL","Oxidative phosphorylation","ATP6V0A2"
"582","CHOL","Oxidative phosphorylation","UQCR11"
"583","CHOL","Oxidative phosphorylation","COX10"
"584","CHOL","Oxidative phosphorylation","COX3"
"585","CLLSLL","Oxidative phosphorylation","COX8A"
"586","CHOL","Oxidative phosphorylation","COX4I1"
"587","CLLSLL","Oxidative phosphorylation","ND5"
"588","CHOL","Oxidative phosphorylation","COX5B"
"589","LAML","Oxidative phosphorylation","ATP6V0E1"
"590","MBL","Oxidative phosphorylation","NDUFB1"
"591","GBM","Oxidative phosphorylation","NDUFA9"
"592","GBM","Oxidative phosphorylation","NDUFA10"
"593","GBM","Oxidative phosphorylation","NDUFAB1"
"594","GBM","Oxidative phosphorylation","NDUFA11"
"595","GBM","Oxidative phosphorylation","NDUFA12"
"596","NSCLC","Oxidative phosphorylation","COX4I1"
"597","CLLSLL","Oxidative phosphorylation","NDUFS3"
"598","CLLSLL","Oxidative phosphorylation","NDUFS4"
"599","CLLSLL","Oxidative phosphorylation","NDUFS5"
"600","BRCA","Oxidative phosphorylation","COX8C"
"601","BRCA","Oxidative phosphorylation","COX8A"
"602","CHOL","Oxidative phosphorylation","COX7C"
"603","DLBC","Oxidative phosphorylation","ATP6V1C1"
"604","BRCA","Oxidative phosphorylation","CYCS"
"605","BRCA","Oxidative phosphorylation","ATP5F1A"
"606","BRCA","Oxidative phosphorylation","ATP5F1B"
"607","LNM","Oxidative phosphorylation","UQCRQ"
"608","LNM","Oxidative phosphorylation","UQCR10"
"609","LNM","Oxidative phosphorylation","COX10"
"610","ANSC","Oxidative phosphorylation","ATP6V1A"
"611","ANSC","Oxidative phosphorylation","ATP6V1B1"
"612","KIRP","Oxidative phosphorylation","ATP6V1G2"
"613","PANCAN","Oxidative phosphorylation","ATP6V1C2"
"614","KIRP","Oxidative phosphorylation","TCIRG1"
"615","KIRP","Oxidative phosphorylation","ATP6V0A2"
"616","CGCI-BLGSP","Oxidative phosphorylation","COX5A"
"617","LAML","Oxidative phosphorylation","ATP6V1FP2"
"618","LAML","Oxidative phosphorylation","ATP6V1G3"
"619","CESC","Oxidative phosphorylation","NDUFV3"
"620","PANCAN","Oxidative phosphorylation","ATP6V1E2"
"621","CHOL","Oxidative phosphorylation","UQCR10"
"622","LAML","Oxidative phosphorylation","ATP6V0A2"
"623","LAML","Oxidative phosphorylation","ATP6V0A4"
"624","LAML","Oxidative phosphorylation","ATP6V0A1"
"625","CHOL","Oxidative phosphorylation","COX1"
"626","CHOL","Oxidative phosphorylation","COX2"
"627","CHOL","Oxidative phosphorylation","COX5A"
"628","NBL","Oxidative phosphorylation","ATP6V0D2"
"629","MBL","Oxidative phosphorylation","NDUFA13"
"630","MBL","Oxidative phosphorylation","COX6C"
"631","BRCA","Oxidative phosphorylation","NDUFA13"
"632","LNM","Oxidative phosphorylation","ATP6V0B"
"633","KIRP","Oxidative phosphorylation","CYTB"
"634","KIRP","Oxidative phosphorylation","CYC1"
"635","KIRP","Oxidative phosphorylation","UQCRC1"
"636","BRCA","Oxidative phosphorylation","NDUFB5"
"637","BRCA","Oxidative phosphorylation","NDUFB6"
"638","BRCA","Oxidative phosphorylation","NDUFB7"
"639","BRCA","Oxidative phosphorylation","NDUFB8"
"640","ANSC","Oxidative phosphorylation","ATP4B"
"641","ANSC","Oxidative phosphorylation","ATP12A"
"642","PANCAN","Oxidative phosphorylation","ATP5F1E"
"643","PANCAN","Oxidative phosphorylation","ATP5PO"
"644","MBL","Oxidative phosphorylation","SDHD"
"645","MBL","Oxidative phosphorylation","UQCRFS1"
"646","BRCA","Oxidative phosphorylation","NDUFS4"
"647","BRCA","Oxidative phosphorylation","NDUFS5"
"648","BRCA","Oxidative phosphorylation","NDUFS6"
"649","KIRP","Oxidative phosphorylation","ATP6V1C1"
"650","LNM","Oxidative phosphorylation","COX3"
"651","LNM","Oxidative phosphorylation","COX1"
"652","ANSC","Oxidative phosphorylation","ATP6V1B2"
"653","KIRP","Oxidative phosphorylation","ATP6V1H"
"654","NBL","Oxidative phosphorylation","ATP6V1FP2"
"655","NBL","Oxidative phosphorylation","ATP6V1G1"
"656","LNM","Oxidative phosphorylation","NDUFA8"
"657","NBL","Oxidative phosphorylation","ATP6V1F"
"658","GBM","Oxidative phosphorylation","NDUFS8"
"659","CHOL","Oxidative phosphorylation","UQCRB"
"660","KIRP","Oxidative phosphorylation","ATP6V0A4"
"661","GBM","Oxidative phosphorylation","NDUFV3"
"662","GBM","Oxidative phosphorylation","NDUFA1"
"663","GBM","Oxidative phosphorylation","NDUFA2"
"664","GBM","Oxidative phosphorylation","NDUFA3"
"665","CLLSLL","Oxidative phosphorylation","COX8C"
"666","BRCA","Oxidative phosphorylation","COX4I1"
"667","NBL","Oxidative phosphorylation","ATP6V0D1"
"668","LAML","Oxidative phosphorylation","ATP6V0D2"
"669","BRCA","Oxidative phosphorylation","NDUFA12"
"670","BRCA","Oxidative phosphorylation","COX6A1"
"671","CLLSLL","Oxidative phosphorylation","COX17"
"672","CLLSLL","Oxidative phosphorylation","CYCS"
"673","LNM","Oxidative phosphorylation","NDUFB11"
"674","LNM","Oxidative phosphorylation","NDUFC1"
"675","LNM","Oxidative phosphorylation","NDUFC2"
"676","LNM","Oxidative phosphorylation","NDUFC2-KCTD14"
"677","LNM","Oxidative phosphorylation","SDHA"
"678","CLLSLL","Oxidative phosphorylation","ATP5PO"
"679","CLLSLL","Oxidative phosphorylation","ATP6"
"680","CLLSLL","Oxidative phosphorylation","ATP5PB"
"681","CLLSLL","Oxidative phosphorylation","ATP5MC1"
"682","ANSC","Oxidative phosphorylation","PPA2"
"683","ANSC","Oxidative phosphorylation","PPA1"
"684","LNM","Oxidative phosphorylation","UQCRC2"
"685","LNM","Oxidative phosphorylation","UQCRH"
"686","LNM","Oxidative phosphorylation","UQCRHL"
"687","LNM","Oxidative phosphorylation","UQCRB"
"688","CGCI-BLGSP","Oxidative phosphorylation","UQCR10"
"689","MBL","Oxidative phosphorylation","UQCRC2"
"690","KIRP","Oxidative phosphorylation","ATP6V1D"
"691","KIRP","Oxidative phosphorylation","ATP6V1E2"
"692","CESC","Oxidative phosphorylation","NDUFS4"
"693","ANSC","Oxidative phosphorylation","ATP6V1C2"
"694","CESC","Oxidative phosphorylation","NDUFS6"
"695","CESC","Oxidative phosphorylation","NDUFS7"
"696","GBM","Oxidative phosphorylation","ATP12A"
"697","BRCA","Oxidative phosphorylation","UQCRH"
"698","BRCA","Oxidative phosphorylation","UQCRHL"
"699","GBM","Oxidative phosphorylation","NDUFV1"
"700","GBM","Oxidative phosphorylation","NDUFV2"
"701","LAML","Oxidative phosphorylation","ATP6V1H"
"702","LAML","Oxidative phosphorylation","TCIRG1"
"703","CLLSLL","Oxidative phosphorylation","COX7A2L"
"704","CLLSLL","Oxidative phosphorylation","COX7B"
"705","GBM","Oxidative phosphorylation","NDUFA4"
"706","GBM","Oxidative phosphorylation","NDUFA4L2"
"707","LAML","Oxidative phosphorylation","ATP6V0D1"
"708","MBL","Oxidative phosphorylation","NDUFA12"
"709","BRCA","Oxidative phosphorylation","COX5B"
"710","GBM","Oxidative phosphorylation","NDUFA7"
"711","GBM","Oxidative phosphorylation","NDUFA8"
"712","PANCAN","Oxidative phosphorylation","TCIRG1"
"713","PANCAN","Oxidative phosphorylation","ATP6V0A2"
"714","PANCAN","Oxidative phosphorylation","ATP6V0A4"
"715","PANCAN","Oxidative phosphorylation","ATP6V0A1"
"716","PANCAN","Oxidative phosphorylation","ATP6V0C"
"717","CLLSLL","Oxidative phosphorylation","NDUFS2"
"718","CESC","Oxidative phosphorylation","NDUFB1"
"719","CESC","Oxidative phosphorylation","NDUFB2"
"720","CESC","Oxidative phosphorylation","NDUFB3"
"721","CESC","Oxidative phosphorylation","NDUFB4"
"722","CLLSLL","Oxidative phosphorylation","ATP5MC2"
"723","CGCI-BLGSP","Oxidative phosphorylation","UQCRC1"
"724","CHOL","Oxidative phosphorylation","COX8C"
"725","DLBC","Oxidative phosphorylation","ATP6V1D"
"726","DLBC","Oxidative phosphorylation","ATP6V1E2"
"727","MBL","Oxidative phosphorylation","CYTB"
"728","MBL","Oxidative phosphorylation","CYC1"
"729","CGCI-BLGSP","Oxidative phosphorylation","UQCR11"
"730","BRCA","Oxidative phosphorylation","NDUFS8"
"731","BRCA","Oxidative phosphorylation","NDUFV1"
"732","CHOL","Oxidative phosphorylation","UQCRFS1"
"733","CESC","Oxidative phosphorylation","NDUFS5"
"734","CHOL","Oxidative phosphorylation","CYC1"
"735","CHOL","Oxidative phosphorylation","UQCRC1"
"736","BRCA","Oxidative phosphorylation","NDUFV3"
"737","GBM","Oxidative phosphorylation","PPA2"
"738","GBM","Oxidative phosphorylation","PPA1"
"739","LAML","Oxidative phosphorylation","ATP6V1G1"
"740","LAML","Oxidative phosphorylation","ATP6V1G2"
"741","UVM","Oxidative phosphorylation","ATP4A"
"742","UVM","Oxidative phosphorylation","ATP4B"
"743","UVM","Oxidative phosphorylation","ATP12A"
"744","CESC","Oxidative phosphorylation","NDUFA1"
"745","CLLSLL","Oxidative phosphorylation","COX7B2"
"746","CLLSLL","Oxidative phosphorylation","COX7C"
"747","GBM","Oxidative phosphorylation","NDUFA5"
"748","BRCA","Oxidative phosphorylation","NDUFA11"
"749","GBM","Oxidative phosphorylation","NDUFA6"
"750","MBL","Oxidative phosphorylation","COX6B2"
"751","KIRP","Oxidative phosphorylation","SDHB"
"752","KIRP","Oxidative phosphorylation","SDHC"
"753","MBL","Oxidative phosphorylation","COX7A1"
"754","MBL","Oxidative phosphorylation","COX7A2"
"755","MBL","Oxidative phosphorylation","COX7A2L"
"756","MBL","Oxidative phosphorylation","COX7B"
"757","KIRP","Oxidative phosphorylation","UQCRC2"
"758","KIRP","Oxidative phosphorylation","UQCRH"
"759","KIRP","Oxidative phosphorylation","UQCRHL"
"760","KIRP","Oxidative phosphorylation","UQCRB"
"761","BRCA","Oxidative phosphorylation","NDUFB9"
"762","CESC","Oxidative phosphorylation","NDUFB5"
"763","CESC","Oxidative phosphorylation","NDUFB6"
"764","CGCI-BLGSP","Oxidative phosphorylation","UQCRC2"
"765","CGCI-BLGSP","Oxidative phosphorylation","UQCRH"
"766","CGCI-BLGSP","Oxidative phosphorylation","UQCRHL"
"767","CGCI-BLGSP","Oxidative phosphorylation","UQCRB"
"768","CGCI-BLGSP","Oxidative phosphorylation","UQCRQ"
"769","MBL","Oxidative phosphorylation","UQCRC1"
"770","CGCI-BLGSP","Oxidative phosphorylation","COX10"
"771","GBM","Oxidative phosphorylation","NDUFS1"
"772","GBM","Oxidative phosphorylation","NDUFS2"
"773","CHOL","Oxidative phosphorylation","CYTB"
"774","CGCI-BLGSP","Oxidative phosphorylation","COX4I2"
"775","BRCA","Oxidative phosphorylation","UQCRC2"
"776","BRCA","Oxidative phosphorylation","UQCRC1"
"777","DLBC","Oxidative phosphorylation","NDUFB6"
"778","LAML","Oxidative phosphorylation","ATP6V1E1"
"779","GBM","Oxidative phosphorylation","LHPP"
"780","UVM","Oxidative phosphorylation","ATP6AP1"
"781","CLLSLL","Oxidative phosphorylation","COX6C"
"782","CLLSLL","Oxidative phosphorylation","COX7A1"
"783","CLLSLL","Oxidative phosphorylation","COX7A2"
"784","LNM","Oxidative phosphorylation","NDUFA13"
"785","PANCAN","Oxidative phosphorylation","ATP6V1E1"
"786","PANCAN","Oxidative phosphorylation","ATP6V1F"
"787","LNM","Oxidative phosphorylation","NDUFB5"
"788","BRCA","Oxidative phosphorylation","COX5A"
"789","MBL","Oxidative phosphorylation","COX6B1"
"790","CLLSLL","Oxidative phosphorylation","COX11"
"791","CLLSLL","Oxidative phosphorylation","COX15"
"792","CGCI-BLGSP","Oxidative phosphorylation","NDUFB10"
"793","CGCI-BLGSP","Oxidative phosphorylation","NDUFB11"
"794","CGCI-BLGSP","Oxidative phosphorylation","NDUFC1"
"795","CGCI-BLGSP","Oxidative phosphorylation","NDUFC2"
"796","CGCI-BLGSP","Oxidative phosphorylation","NDUFC2-KCTD14"
"797","CGCI-BLGSP","Oxidative phosphorylation","SDHA"
"798","CGCI-BLGSP","Oxidative phosphorylation","SDHB"
"799","CGCI-BLGSP","Oxidative phosphorylation","SDHC"
"800","CGCI-BLGSP","Oxidative phosphorylation","SDHD"
"801","CGCI-BLGSP","Oxidative phosphorylation","UQCRFS1"
"802","CGCI-BLGSP","Oxidative phosphorylation","CYTB"
"803","NBL","Oxidative phosphorylation","ATP5MC3"
"804","CESC","Oxidative phosphorylation","NDUFB7"
"805","ANSC","Oxidative phosphorylation","LHPP"
"806","CHOL","Oxidative phosphorylation","COX8A"
"807","CHOL","Oxidative phosphorylation","COX11"
"808","DLBC","Oxidative phosphorylation","ATP6V1E1"
"809","GBM","Oxidative phosphorylation","ATP6V0D1"
"810","DLBC","Oxidative phosphorylation","ATP6V1G1"
"811","MBL","Oxidative phosphorylation","UQCRH"
"812","MBL","Oxidative phosphorylation","UQCRHL"
"813","GBM","Oxidative phosphorylation","NDUFS3"
"814","BRCA","Oxidative phosphorylation","NDUFV2"
"815","CGCI-BLGSP","Oxidative phosphorylation","COX4I1"
"816","NSCLC","Oxidative phosphorylation","NDUFC1"
"817","NSCLC","Oxidative phosphorylation","NDUFC2"
"818","NSCLC","Oxidative phosphorylation","NDUFC2-KCTD14"
"819","CLLSLL","Oxidative phosphorylation","COX6A2"
"820","BRCA","Oxidative phosphorylation","UQCRB"
"821","NSCLC","Oxidative phosphorylation","SDHC"
"822","NSCLC","Oxidative phosphorylation","SDHD"
"823","NSCLC","Oxidative phosphorylation","UQCRFS1"
"824","CHOL","Oxidative phosphorylation","UQCRQ"
"825","LNM","Oxidative phosphorylation","NDUFB1"
"826","LNM","Oxidative phosphorylation","NDUFB2"
"827","PANCAN","Oxidative phosphorylation","ATP6V1FP2"
"828","PANCAN","Oxidative phosphorylation","ATP6V1G1"
"829","LNM","Oxidative phosphorylation","NDUFB6"
"830","MBL","Oxidative phosphorylation","NDUFA11"
"831","NSCLC","Oxidative phosphorylation","UQCRQ"
"832","NSCLC","Oxidative phosphorylation","UQCR10"
"833","NSCLC","Oxidative phosphorylation","UQCR11"
"834","NSCLC","Oxidative phosphorylation","COX10"
"835","HNSC","Oxidative phosphorylation","NDUFS7"
"836","HNSC","Oxidative phosphorylation","NDUFS8"
"837","HNSC","Oxidative phosphorylation","NDUFV1"
"838","HNSC","Oxidative phosphorylation","NDUFV2"
"839","HNSC","Oxidative phosphorylation","NDUFV3"
"840","HNSC","Oxidative phosphorylation","NDUFA1"
"841","HNSC","Oxidative phosphorylation","NDUFA2"
"842","HNSC","Oxidative phosphorylation","NDUFA3"
"843","HNSC","Oxidative phosphorylation","NDUFA4"
"844","GBM","Oxidative phosphorylation","TCIRG1"
"845","GBM","Oxidative phosphorylation","ATP6V0A2"
"846","GBM","Oxidative phosphorylation","ATP6V0A4"
"847","GBM","Oxidative phosphorylation","ATP6V0A1"
"848","GBM","Oxidative phosphorylation","ATP6V0C"
"849","DLBC","Oxidative phosphorylation","ATP6V1F"
"850","GBM","Oxidative phosphorylation","ATP6V0D2"
"851","GBM","Oxidative phosphorylation","ATP6V0E1"
"852","GBM","Oxidative phosphorylation","ATP6V0E2"
"853","MBL","Oxidative phosphorylation","UQCRB"
"854","GBM","Oxidative phosphorylation","ATP4A"
"855","GBM","Oxidative phosphorylation","ATP4B"
"856","CHOL","Oxidative phosphorylation","ATP5F1E"
"857","MBL","Oxidative phosphorylation","UQCRQ"
"858","MBL","Oxidative phosphorylation","UQCR10"
"859","NSCLC","Oxidative phosphorylation","SDHA"
"860","NSCLC","Oxidative phosphorylation","SDHB"
"861","BRCA","Oxidative phosphorylation","NDUFA3"
"862","BRCA","Oxidative phosphorylation","NDUFA4"
"863","BRCA","Oxidative phosphorylation","NDUFA4L2"
"864","BRCA","Oxidative phosphorylation","NDUFA5"
"865","MBL","Oxidative phosphorylation","NDUFA7"
"866","MBL","Oxidative phosphorylation","NDUFA8"
"867","BRCA","Oxidative phosphorylation","COX2"
"868","BRCA","Oxidative phosphorylation","COX4I2"
"869","MBL","Oxidative phosphorylation","NDUFAB1"
"870","MBL","Oxidative phosphorylation","COX6A2"
"871","CGCI-BLGSP","Oxidative phosphorylation","ND1"
"872","CGCI-BLGSP","Oxidative phosphorylation","ND2"
"873","CGCI-BLGSP","Oxidative phosphorylation","ND3"
"874","DLBC","Oxidative phosphorylation","NDUFS8"
"875","DLBC","Oxidative phosphorylation","NDUFV1"
"876","LNM","Oxidative phosphorylation","ATP6V0D1"
"877","LNM","Oxidative phosphorylation","ATP6V0D2"
"878","MBL","Oxidative phosphorylation","COX7B2"
"879","MBL","Oxidative phosphorylation","COX7C"
"880","MBL","Oxidative phosphorylation","COX8C"
"881","MBL","Oxidative phosphorylation","COX8A"
"882","MBL","Oxidative phosphorylation","COX11"
